,ID,Marking,Finishing,Aggression,GKPositioning,BallControl,SprintSpeed,GKDiving,Jumping,Penalties,Stamina,StandingTackle,Agility,HeadingAccuracy,Reactions,LongPassing,Strength,ShotPower,Vision,GKHandling,Age,Dribbling,Name,Volleys,LongShots,Positioning,SlidingTackle,Interceptions,Acceleration,Balance,ShortPassing,Composure,Crossing,GKKicking,Overall,GKReflexes,Curve
12152,215758,62,47,66,8,60,74,9,75,50,80,64,65,58,57,56,70,60,57,13,21,59,Jason McCarthy,37,45,48,63,60,73,63,58,58,50,11,64,10,45
12153,215562,58,29,51,11,60,71,15,68,36,68,67,62,42,55,35,53,23,32,12,21,63,Robert Hunt,23,28,48,68,56,72,82,53,42,64,12,63,15,51
12155,215449,30,59,43,13,65,71,15,52,53,69,32,68,49,52,50,56,69,61,16,20,66,Robert Skov,59,65,55,27,34,74,68,62,58,58,15,63,11,58
12158,215403,58,20,61,11,59,67,13,74,39,61,61,46,68,49,57,72,42,36,9,22,26,Joshua Yorwerth,28,22,31,59,59,64,56,59,58,28,13,63,14,30
12161,215160,34,58,29,9,65,64,8,46,65,77,35,55,40,57,62,80,59,54,8,23,62,Fabrizio Angileri,53,43,50,33,27,66,50,67,55,66,11,63,8,55
12162,214979,20,18,27,63,20,42,65,51,25,35,14,32,15,53,24,65,18,21,60,22,16,Juan Musso,15,14,19,16,18,46,39,31,30,20,62,63,65,16
12163,214949,48,62,62,14,56,86,16,83,44,75,46,82,61,52,49,68,78,51,10,23,72,Harrison Manzala,33,62,68,42,47,81,71,58,46,45,7,63,12,47
12177,214550,20,55,30,12,53,90,14,90,64,79,27,90,50,57,50,48,66,47,15,24,65,Yúber Asprilla,48,63,56,21,26,90,93,56,69,58,8,63,14,61
12178,214473,20,11,18,61,25,46,63,56,24,30,17,38,16,58,18,53,25,33,61,25,8,Kevin Piedrahita,18,15,15,17,22,42,44,28,26,15,59,63,64,14
12185,214197,60,28,65,15,64,54,16,60,42,59,59,64,64,65,63,72,65,62,10,27,65,Julián Guillermo,32,59,58,52,63,66,73,65,63,53,8,63,10,41
12186,214185,15,60,38,8,70,67,9,54,82,69,23,67,62,64,58,40,61,60,6,28,69,Sergio Romero,57,53,60,14,34,79,64,63,55,70,12,63,12,69
12197,213797,58,60,67,9,53,69,10,76,61,72,62,51,65,54,56,70,60,51,16,23,61,Joe Bunney,36,51,60,60,57,67,27,57,50,72,8,63,14,71
12200,213635,58,49,68,8,59,69,11,83,45,84,63,62,56,56,62,62,56,49,14,21,59,Tom Lapslie,31,52,52,66,59,64,71,63,51,39,10,63,10,32
12204,213498,50,49,64,6,73,63,7,57,46,66,48,71,53,57,53,58,57,63,14,25,68,Serge-Junior Martinsson Ngouali,51,55,59,45,58,65,84,65,56,49,8,63,12,60
12206,213377,16,67,41,14,65,77,12,84,61,76,17,70,62,54,33,59,58,51,13,25,56,Hazaa Ibrahim Al Hazaa,65,47,61,15,14,82,67,46,45,33,15,63,7,33
12207,213349,59,39,62,13,60,67,10,67,46,67,61,64,57,64,45,51,43,43,10,25,59,Grégoire Puel,32,31,51,63,62,71,68,60,40,60,8,63,9,58
12210,213093,61,46,90,13,51,73,9,61,51,70,62,68,54,61,56,72,65,56,11,25,52,Jack Clisby,27,66,57,60,63,71,72,64,40,52,9,63,11,31
12214,212976,40,66,58,12,65,57,15,46,58,67,42,74,61,61,59,64,60,59,16,29,62,Takuma Abe,57,63,60,38,50,60,76,64,57,61,14,63,9,53
12216,212910,25,59,81,12,54,70,6,62,59,61,31,71,70,49,40,85,79,38,16,25,63,Armand Gnanduillet,60,65,54,37,20,67,31,44,36,40,15,63,6,51
12218,212687,23,62,64,7,65,65,6,72,31,69,35,56,65,56,34,74,57,55,9,26,62,Luis Solignac,61,58,62,16,19,72,60,57,53,35,12,63,12,45
12219,212628,63,45,53,10,59,65,8,70,60,58,63,64,65,55,63,66,45,54,12,22,58,Marian Sarr,26,22,26,61,61,63,50,64,52,49,14,63,7,39
12221,212532,46,62,45,7,57,70,11,58,50,78,50,75,49,68,58,63,65,64,15,27,59,Lee Sang Hyeob,49,52,68,51,52,52,77,65,50,64,7,63,8,55
12224,212137,53,40,41,9,61,85,13,58,40,86,58,68,44,57,51,56,63,47,8,21,64,Andreas Vindheim,41,45,46,58,52,77,63,63,52,64,6,63,14,61
12225,212041,41,58,49,10,64,81,15,81,63,65,43,85,44,51,49,48,65,52,15,20,65,Mikael Norø Ingebrigtsen,51,61,59,41,43,85,84,57,56,54,14,63,9,54
12226,211903,52,63,66,8,56,71,10,68,49,67,55,68,53,59,63,73,62,52,10,24,58,Benjamin Kololli,65,65,72,51,52,65,65,66,66,62,15,63,6,46
12228,211608,61,38,65,13,48,55,10,66,43,60,68,48,63,52,31,75,61,33,10,26,36,Michele Rigione,32,37,25,65,60,62,53,37,51,33,7,63,14,32
12229,211398,12,9,25,58,24,39,63,54,18,14,15,34,13,67,27,80,21,17,59,22,11,Marc-Aurèle Caillard,8,13,7,9,15,48,45,32,23,13,57,63,65,15
12232,211141,58,23,71,10,45,66,11,79,39,74,60,56,65,57,22,75,70,33,11,27,47,Nawaf Humaidan Al Subhi,22,61,41,62,62,64,52,46,31,54,12,63,15,66
12234,211283,59,42,68,9,46,65,6,71,53,62,61,73,60,56,45,75,59,56,15,22,50,Krystian Nowak,40,40,27,59,61,57,52,62,37,61,12,63,7,37
12235,211021,16,20,19,59,15,46,62,59,15,38,17,39,15,59,27,45,21,50,63,21,15,Per Kristian Bråtveit,17,15,20,13,23,45,59,24,23,15,61,63,64,13
12237,210951,23,67,16,13,68,67,12,58,64,34,37,90,34,52,42,29,44,50,10,22,83,Edison Flores,64,65,56,25,32,71,85,57,54,57,12,63,13,65
12239,210854,60,18,75,15,54,65,15,79,33,76,67,67,46,56,46,78,39,31,15,27,30,Fawaz Mohammed Fallatah,40,23,27,71,54,65,72,31,55,30,13,63,7,29
12240,210805,13,58,42,14,63,60,6,63,65,77,21,79,59,60,60,65,62,66,12,30,60,Abdullah Saud Al Mutairi,55,54,61,19,19,64,76,65,50,51,13,63,12,50
12241,210792,19,65,34,12,64,85,14,76,63,65,11,78,55,54,49,61,64,48,15,26,66,Ali Ahmed Al Zaqan,43,53,59,16,17,86,70,54,55,57,9,63,10,56
12243,210713,63,44,65,8,65,81,15,57,51,81,60,70,56,64,63,55,42,57,13,22,57,Frederik Holst,48,43,52,63,61,78,63,66,57,61,14,63,10,46
12246,210264,25,11,18,66,25,43,67,81,24,32,17,31,14,51,27,48,19,46,64,32,10,Thomas Vollnhofer,17,16,19,26,23,47,68,25,28,18,59,63,58,17
12248,210158,63,28,55,7,66,78,11,59,37,63,61,75,44,48,54,58,34,32,12,23,71,Andy Kellett,41,28,56,63,57,75,77,56,67,58,7,63,7,33
12250,210134,62,18,56,13,55,53,15,72,35,65,64,64,61,57,50,76,43,25,7,25,28,Mohammed Al Fatil,20,21,20,61,59,64,63,58,56,28,14,63,7,25
12252,209965,19,60,71,16,60,67,11,60,55,63,20,55,65,62,41,82,68,50,15,25,58,Orhan Ademi,51,55,60,26,23,66,52,55,58,40,10,63,6,47
12253,209831,61,28,56,9,50,68,11,71,38,70,69,58,60,51,26,90,23,37,8,22,42,Mory Koné,27,24,38,63,53,55,48,27,40,34,12,63,13,29
12260,209364,61,46,50,10,56,73,14,80,51,67,63,70,52,54,56,63,39,45,12,23,58,Corey Brown,34,42,54,62,58,75,75,58,41,64,15,63,16,41
12266,208684,24,9,21,65,17,42,66,53,22,40,26,37,13,53,19,50,24,34,59,30,20,Christian Dobnik,14,12,11,12,23,41,53,26,27,11,63,63,63,18
12267,208549,53,60,70,8,61,73,15,70,57,83,53,58,72,68,62,70,72,53,8,27,58,Andy Rose,51,70,63,48,64,63,66,60,60,45,10,63,7,44
12271,207956,48,50,70,15,57,79,16,77,44,80,59,70,50,60,61,82,64,66,7,23,62,Pelly Ruddock Mpanzu,40,54,61,54,53,83,77,64,56,45,14,63,11,41
12273,207712,18,17,19,59,26,47,65,66,30,36,20,31,15,60,26,57,33,27,66,24,16,Nigel Bertrams,14,18,19,17,26,55,57,30,31,16,57,63,60,18
12280,206628,64,33,59,13,66,55,12,54,41,82,77,64,45,65,59,67,48,56,15,29,59,Adrián Calello,27,51,59,65,65,63,66,62,49,50,7,63,9,59
12281,206598,41,67,37,7,67,66,8,62,51,63,36,78,40,58,57,46,71,56,10,23,65,Daniel Berntsen,76,65,53,35,38,74,81,55,54,61,12,63,15,70
12283,206170,62,23,58,10,51,60,11,73,45,71,64,61,63,58,45,72,36,36,15,22,45,Jordan Turnbull,23,26,22,62,57,55,60,61,52,36,10,63,14,23
12284,206134,15,63,28,8,56,93,11,70,55,76,23,78,49,52,33,58,64,54,8,21,63,Devante Cole,55,61,64,15,23,90,60,49,51,31,15,63,8,49
12287,206072,53,61,51,8,62,74,9,83,53,82,54,74,51,60,54,45,60,65,8,22,66,Brandon Miele,53,57,49,48,54,65,82,63,53,56,8,63,7,57
12288,206006,44,68,65,9,69,78,16,56,68,71,50,68,45,54,42,57,51,42,12,25,69,Ezgjan Alioski,49,49,55,55,43,76,75,59,28,54,9,63,14,43
12292,205481,23,58,66,10,67,78,14,80,58,56,41,71,59,63,51,66,57,56,15,20,66,Mason Bennett,55,60,60,28,46,84,65,56,62,60,10,63,7,61
12294,205361,54,37,65,5,63,65,7,65,42,67,61,60,52,59,57,60,44,52,7,23,55,Liam O'Neil,36,30,44,67,63,69,67,62,57,55,18,63,9,38
12296,205159,62,29,85,14,42,68,14,75,36,68,59,45,63,51,55,77,45,37,16,23,39,Charlie Raglan,30,27,30,61,57,71,58,48,57,26,30,63,14,25
12297,205054,48,60,63,10,60,75,9,71,59,65,50,67,65,59,64,75,73,57,12,25,63,Kal Naismith,42,70,52,51,25,74,84,56,56,72,6,64,7,65
12299,204635,59,27,49,7,55,70,12,74,37,83,64,73,59,50,54,73,51,47,15,29,53,Sido Jombati,35,31,44,61,60,72,58,58,55,59,8,63,15,59
12300,204458,59,20,54,13,48,78,12,92,20,68,64,71,61,56,46,79,39,26,13,24,49,Adedeji Oshilaja,22,23,13,60,57,81,58,49,33,48,14,63,14,26
12301,204426,57,40,81,7,56,68,13,75,36,70,60,73,40,62,59,69,53,61,13,21,52,Jacob Melling,34,45,51,56,62,67,72,62,47,42,7,63,12,49
12305,204220,33,57,69,11,63,64,10,41,49,69,37,77,40,59,65,46,74,68,13,23,65,Curtis Edwards,66,69,61,41,34,71,73,66,63,56,15,63,13,64
12306,204217,14,65,69,10,66,65,16,83,58,69,20,79,65,56,30,74,60,46,12,24,65,Charlie Wyke,52,52,64,17,31,62,77,39,50,39,15,63,12,50
12308,203853,18,61,59,16,63,70,12,82,44,64,15,67,58,67,44,56,53,58,16,24,65,Maximilian Sax,46,49,64,21,32,73,71,57,48,58,15,63,11,56
12309,203851,55,20,74,11,42,34,16,50,31,53,62,51,69,58,46,90,27,35,15,27,35,Daniel Drescher,17,24,25,60,56,43,42,49,54,27,12,63,15,34
12310,203809,62,14,64,6,44,67,14,70,31,65,64,40,64,44,37,83,45,26,8,24,25,Aaron Pierre,27,12,13,66,53,69,50,45,51,25,11,63,12,25
12311,203558,58,40,55,10,57,74,10,61,50,70,63,70,51,59,49,61,61,56,13,25,61,Rafał Pietrzak,51,55,65,59,62,81,71,55,41,61,11,63,11,62
12314,203491,28,64,58,13,63,72,11,67,57,72,26,70,57,47,50,71,64,53,10,23,65,Aiden O'Brien,55,59,65,23,29,75,65,58,60,59,7,63,14,46
12315,203416,15,60,52,9,61,66,8,62,60,64,14,58,61,50,39,74,80,32,12,23,59,Luke Norris,55,64,55,13,22,65,62,58,48,44,13,63,6,49
12317,203348,42,57,77,14,67,68,8,35,53,74,50,71,29,57,55,56,59,66,6,23,70,Samir Carruthers,61,52,62,47,52,71,72,65,59,58,10,63,9,69
12318,203328,24,59,55,9,66,81,15,56,52,70,38,91,52,59,49,56,64,52,11,24,64,Sam Hoskins,51,55,59,31,18,84,83,47,59,58,9,63,16,56
12319,203310,29,63,59,14,60,90,13,65,59,70,36,85,56,45,52,58,63,61,13,24,61,Chris Harold,66,52,67,28,35,89,73,53,55,53,14,63,12,49
12322,203139,60,20,66,7,43,61,13,73,33,56,63,66,65,63,49,73,26,36,12,24,36,Anthony Stewart,18,19,28,61,62,62,63,50,45,42,10,63,12,27
12323,203095,62,54,59,9,57,69,10,64,44,73,63,71,54,55,54,58,56,57,10,25,62,Sean Gannon,55,44,63,62,62,72,55,58,60,60,15,63,10,47
12326,202693,58,54,69,8,61,68,8,57,36,68,64,66,67,61,59,73,57,54,15,23,60,Matt Crooks,42,51,60,61,61,70,57,64,60,40,7,63,6,49
12327,202659,23,61,57,11,62,85,15,71,57,75,23,82,48,63,44,51,59,54,13,24,65,Måns Söderqvist,65,63,66,24,29,84,81,57,59,49,9,63,13,58
12328,202204,62,47,52,8,69,75,11,57,43,66,63,74,57,52,60,60,67,63,14,23,60,Kristoffer Haraldseid,59,52,60,62,59,70,63,61,69,61,14,63,16,52
12329,202180,18,63,40,13,61,80,15,61,61,60,12,72,61,58,40,65,60,43,9,23,62,Liam McAlinden,57,57,61,21,17,82,57,50,49,43,13,63,14,34
12331,202043,30,63,83,14,64,68,14,51,59,79,38,74,50,65,42,57,62,60,7,24,64,Karl Holmberg,54,55,64,33,38,71,68,57,65,45,15,63,10,49
12333,201484,44,62,46,8,58,77,7,54,61,68,55,80,56,58,58,59,59,58,11,24,67,Patrick McEleney,54,60,62,47,50,73,68,61,52,59,12,63,15,59
12334,201467,61,23,65,7,42,42,12,59,27,64,66,38,66,46,42,84,50,37,14,30,24,Brian Gartland,23,27,24,63,55,32,32,47,49,37,7,63,14,27
12339,200369,53,57,70,9,66,77,15,58,65,77,43,59,46,57,56,63,64,58,10,29,65,Ole Jørgen Halvorsen,55,54,64,48,51,78,67,59,60,61,6,63,11,45
12341,200312,29,61,30,12,61,72,12,85,54,67,21,71,64,58,54,82,62,37,14,31,57,Tyrone Barnett,57,59,59,22,31,75,68,56,48,32,6,63,14,49
12343,200086,33,58,50,7,59,74,12,87,54,75,44,73,65,65,60,71,60,51,16,27,58,Maciej Jankowski,64,55,60,33,42,73,74,62,60,50,11,63,9,49
12344,199916,58,23,66,15,52,48,15,62,55,64,64,51,67,52,54,80,45,46,16,25,46,Tom Eastman,15,42,22,60,55,38,54,58,44,25,13,63,13,24
12345,199893,46,56,49,12,66,75,7,64,50,65,34,58,50,58,63,62,77,63,6,24,62,Magnus Stamnestrø,59,67,65,28,59,69,80,66,66,54,12,63,16,53
12347,199535,62,36,67,9,60,67,11,52,44,63,63,72,61,58,57,71,46,54,15,26,63,Michael Novak,35,38,56,60,64,72,74,59,65,62,14,63,13,51
12348,199499,37,56,47,16,63,75,9,60,52,72,35,82,43,52,59,51,58,63,15,25,60,Piero Mingoia,57,59,48,37,35,81,84,54,56,64,7,63,10,61
12349,199442,57,59,70,7,64,67,7,53,22,73,47,59,60,46,62,58,58,65,13,25,63,Mario Grgic,38,61,65,52,64,66,70,63,64,45,6,63,12,32
12350,199307,59,38,77,6,56,78,15,50,25,83,57,60,56,62,58,83,56,58,10,28,58,Alois Höller,45,54,49,57,56,72,34,58,50,64,13,63,13,38
12355,199014,18,65,59,9,61,72,9,72,70,65,19,69,62,58,40,59,62,53,11,28,58,David McMillan,58,52,61,18,19,73,63,56,56,32,10,63,13,53
12357,198142,35,58,50,13,65,61,14,70,59,59,35,72,56,66,56,62,61,52,15,27,63,Onur Ayık,55,60,65,26,31,66,67,62,65,64,11,63,8,50
12358,198011,28,61,51,6,64,53,14,59,66,72,42,56,68,48,41,86,72,35,14,25,59,Tom Eaves,61,60,62,31,20,52,34,46,63,28,9,63,6,32
12360,197883,33,58,33,11,59,90,16,90,59,64,37,82,64,52,49,60,62,49,16,26,65,Paris Cowan-Hall,54,57,59,32,32,91,86,58,48,55,7,63,11,53
12361,197851,54,10,75,57,27,44,70,75,27,57,48,56,37,52,43,80,37,43,59,29,28,Akihiro Hayashi,32,32,12,51,15,42,41,47,52,44,62,63,66,35
12364,196953,62,11,82,14,44,71,10,64,43,50,61,56,62,48,47,78,73,37,13,25,37,Aristote Nsiala,43,30,34,57,55,68,45,60,53,54,8,63,10,33
12367,195286,19,53,43,14,66,70,15,64,45,64,33,74,54,59,46,59,65,60,8,25,63,Jóan Símun Edmundsson,50,54,60,28,35,74,64,61,57,60,15,63,6,57
12368,194998,55,51,46,6,62,46,16,63,61,64,60,69,49,54,67,65,53,69,11,26,60,Jamie Ness,28,55,58,59,51,48,72,63,62,62,6,63,14,51
12371,193932,35,54,52,6,59,81,7,59,52,62,50,73,31,58,53,72,58,59,8,26,64,Reggie Lambe,56,56,62,40,51,79,78,56,52,60,7,63,12,54
12377,193555,15,11,22,69,15,42,61,55,21,31,28,36,15,55,28,70,20,44,64,28,21,Michał Miśkiewicz,12,16,13,25,15,33,40,32,22,13,48,63,63,15
12379,193260,21,65,41,7,62,66,8,59,66,73,13,56,59,50,44,81,67,57,12,26,60,Markus Pink,58,48,59,12,33,64,65,54,42,45,6,63,15,47
12381,193013,13,11,20,58,23,26,64,44,17,28,11,34,16,56,29,41,19,24,61,25,12,James Shea,13,11,11,11,14,28,48,12,30,14,57,63,67,11
12382,192912,34,57,56,11,67,72,10,56,51,50,35,79,54,62,62,58,59,64,10,30,68,Giorgi Merebashvili,54,48,53,36,32,67,82,59,49,58,7,63,9,55
12385,192231,58,51,74,12,60,75,11,82,56,88,64,82,56,58,60,72,62,62,6,26,58,Joe Edwards,45,54,56,61,57,75,77,66,63,55,8,63,7,63
12386,192125,55,35,68,15,51,70,12,72,28,79,58,61,57,58,52,59,42,55,10,26,50,Tim Björkström,39,35,47,60,60,63,58,51,51,62,15,61,16,54
12387,192101,63,24,71,16,47,54,8,63,31,55,60,47,64,64,58,74,22,32,14,29,32,Markus Thorbjörnsson,26,13,26,59,65,48,51,46,67,33,15,63,7,32
12389,191848,11,11,22,60,20,35,61,45,12,38,11,45,12,67,37,64,22,63,60,30,11,Waleed Abdullah,12,13,13,12,22,38,30,26,30,14,70,63,64,11
12393,191437,18,18,38,63,16,37,59,26,12,39,16,42,13,54,14,33,17,59,68,31,16,Ali Al Mazaidi,17,12,12,14,22,39,66,12,33,17,66,63,59,17
12396,190962,59,28,69,8,41,52,8,64,40,61,64,31,68,55,33,80,49,34,15,26,24,Tom Aldred,30,17,23,61,55,51,46,44,47,32,8,63,13,18
12397,190822,12,12,35,61,14,34,60,54,21,31,16,45,24,48,21,64,21,35,63,24,25,Eirik Holmen Johansen,25,13,13,14,17,20,50,11,35,11,65,63,69,19
12398,190539,20,60,64,13,61,76,9,64,55,80,23,72,59,63,41,67,63,43,10,25,56,Pontus Engblom,44,46,68,22,23,72,62,48,46,39,15,63,10,48
12399,190492,62,49,85,9,63,69,12,48,54,82,63,56,45,58,63,84,68,63,12,26,63,Joss Labadie,48,57,55,51,53,68,40,64,47,62,7,63,8,51
12401,189730,30,34,66,15,62,62,15,74,53,85,64,49,44,64,60,90,58,61,5,26,50,Francesco Di Tacchio,31,58,59,60,68,58,60,64,65,35,7,63,7,47
12404,189408,64,18,67,9,55,67,9,80,56,72,62,60,55,61,48,73,65,44,10,25,57,Lukas Rath,30,34,41,59,58,69,66,50,63,62,6,63,9,58
12405,189343,63,11,59,5,57,65,10,69,22,73,64,72,61,63,52,63,27,29,12,27,52,Matteo Bruscagin,11,12,16,62,60,63,63,60,43,50,6,63,5,35
12406,189331,61,36,48,13,49,76,6,61,39,78,64,70,50,57,58,73,55,48,7,27,51,Greg Taylor,38,39,41,60,58,76,72,57,47,55,11,63,11,42
12407,189282,29,59,49,13,60,77,6,75,51,72,30,79,59,60,48,61,59,58,15,27,57,Ajay Leitch-Smith,51,57,67,26,27,79,75,58,61,49,13,63,7,55
12408,189281,52,46,60,10,64,62,10,60,56,75,58,81,42,56,65,60,52,70,10,27,56,Chris Clements,55,51,55,58,50,62,73,66,58,57,11,63,9,66
12413,187796,29,64,69,3,57,66,5,71,67,63,34,71,56,63,46,62,71,58,7,27,57,Kristian Dennis,67,66,66,22,40,68,68,42,67,38,21,63,5,43
12420,187035,50,52,73,12,67,69,12,76,57,76,53,67,58,63,60,66,69,58,10,26,60,Jared Jeffrey,54,65,52,54,57,67,70,65,60,46,7,63,6,70
12421,186842,18,58,76,12,61,73,8,75,67,67,24,90,38,61,47,61,62,59,11,33,62,Dougie Imrie,54,57,62,15,32,81,81,57,55,57,16,63,6,55
12429,184467,14,60,27,9,57,72,9,71,61,59,18,75,67,52,30,64,64,53,11,26,65,Nathan Delfouneso,62,59,65,12,19,66,69,64,57,47,10,63,6,61
12432,183780,63,27,56,15,40,52,12,76,21,71,66,59,63,60,53,76,44,42,16,28,22,Oliver Lancashire,20,30,24,62,58,66,54,49,59,21,9,63,14,19
12439,181298,57,21,83,16,41,79,11,75,28,70,58,51,59,56,46,81,48,38,7,28,29,Michael Almebäck,31,32,18,61,61,77,57,48,43,43,7,63,11,27
12440,180717,10,10,44,63,19,48,63,45,21,39,11,45,10,62,18,69,24,35,59,35,10,Liam Reddy,10,10,8,10,18,48,47,17,37,10,58,63,63,13
12443,179869,64,32,43,10,55,65,14,75,31,83,65,60,61,59,58,70,41,46,14,31,49,Gary Sawyer,18,46,36,62,51,58,71,61,51,62,6,63,12,40
12446,178485,12,11,22,59,23,35,67,56,18,20,11,27,11,65,34,67,24,20,60,30,11,Bobby Olejnik,11,13,16,11,23,40,31,27,35,14,55,63,62,11
12448,177761,67,51,65,12,57,67,12,92,65,64,68,74,59,60,52,77,50,49,15,31,53,Phil Edwards,33,51,27,65,61,60,81,57,55,54,14,63,8,33
12449,177692,36,61,60,12,66,83,7,79,51,73,54,60,27,57,59,65,64,64,14,29,67,Mike Jones,52,66,58,45,51,90,60,62,50,66,8,63,8,64
12451,177397,63,11,68,15,42,33,16,50,32,71,64,32,66,46,35,91,67,26,13,28,18,Nedeljko Malić,13,16,27,62,59,32,32,45,67,20,12,63,13,58
12453,176839,57,36,82,6,57,76,7,59,54,72,61,70,46,60,57,61,60,44,7,31,54,Emin Nouri,36,41,43,63,59,73,64,57,54,60,7,63,13,45
12465,171982,49,63,77,10,59,76,15,82,61,80,38,58,68,61,50,81,65,58,6,30,51,Calvin Andrew,44,53,54,41,45,69,69,56,57,50,10,63,12,52
12466,171816,63,21,58,7,45,54,11,68,24,68,61,47,65,53,42,80,39,35,11,29,21,Michael Raynes,23,20,41,59,60,52,40,55,48,21,15,63,10,26
12468,171083,20,66,81,11,58,80,13,82,61,70,17,83,53,65,45,57,63,57,6,31,62,Roy O'Donovan,66,60,57,18,26,84,90,56,62,51,10,63,7,52
12469,169907,23,64,36,10,64,78,16,60,58,69,20,80,55,61,40,66,63,58,9,29,62,Shaun Miller,57,54,57,15,24,79,84,44,60,34,16,63,15,37
12470,169489,47,52,50,9,63,55,12,72,64,73,51,58,46,56,64,71,63,66,7,30,54,Joel Byrom,47,66,60,48,46,52,59,66,61,60,10,63,6,65
12472,168633,59,45,63,14,52,71,11,63,53,83,62,71,61,56,57,61,69,49,6,30,60,Danny Grainger,37,62,55,61,63,54,52,64,45,58,13,63,10,67
12473,167512,30,58,41,10,57,90,12,59,41,66,31,86,35,50,56,49,56,51,16,29,63,Shaun Whalley,39,57,57,29,38,91,76,59,54,57,15,63,10,41
12474,166848,47,63,72,14,64,66,6,62,70,70,60,64,55,66,58,62,69,63,12,34,60,Neil Danns,65,70,68,60,49,65,73,61,65,67,16,63,9,65
12475,166736,42,59,57,14,64,73,11,59,44,71,53,71,44,66,56,72,66,65,7,30,65,Magnus Andersen,66,61,62,50,31,75,71,66,66,60,12,63,7,44
12477,165449,39,36,59,15,66,56,14,72,39,74,60,72,60,67,67,72,58,66,14,30,54,Gary Dicker,52,47,57,60,55,71,61,70,73,55,6,63,11,45
12478,165316,36,51,82,11,61,65,15,86,42,75,61,63,49,63,65,72,60,65,13,32,61,Michael Timlin,53,58,48,60,56,52,71,65,62,57,8,63,12,38
12480,163985,61,46,62,9,57,41,7,57,53,64,62,40,65,56,54,80,57,41,16,33,53,Iacopo La Rocca,45,50,34,59,57,51,42,60,45,48,11,63,13,32
12481,163852,54,34,65,12,49,63,7,60,53,79,64,40,64,49,55,72,56,44,10,29,53,Dawid Sołdecki,48,33,28,62,65,60,58,63,66,48,14,63,10,44
12482,163731,49,60,55,6,63,52,7,81,63,60,53,71,54,61,64,58,67,63,10,32,66,Ryan Harley,60,62,55,55,49,54,75,68,62,59,8,63,7,55
12483,163581,65,23,73,11,54,55,7,71,33,65,65,72,61,67,54,70,48,46,14,31,51,Tony Craig,17,18,29,69,64,65,57,43,63,59,8,63,15,33
12484,163158,66,31,81,14,61,59,9,75,29,69,65,55,65,54,56,82,52,46,8,29,54,Carl Dickinson,31,34,39,67,62,53,62,57,58,54,6,63,6,49
12485,162899,63,33,75,12,57,57,11,67,42,73,65,72,53,62,57,70,58,58,13,32,59,Mat Sadler,32,59,46,64,61,63,71,60,59,55,7,63,8,60
12486,158973,14,10,24,74,13,17,61,37,21,16,12,25,20,49,15,50,22,26,58,36,11,Leonardo Corti,13,10,11,15,10,21,22,13,25,19,56,63,63,15
12487,157734,15,12,41,61,12,59,67,80,13,55,14,55,10,54,45,66,26,55,60,30,11,Anssi Jaakkola,12,14,12,11,30,58,30,49,37,15,64,63,63,12
12499,148700,59,53,78,11,58,58,13,78,56,60,61,58,79,61,55,85,76,50,13,35,51,Azar Karadas,67,45,57,63,51,53,59,62,71,54,9,63,12,45
12503,140164,14,13,29,60,25,27,59,67,23,30,13,39,13,58,28,66,23,30,62,36,14,Yosgart Gutiérrez,14,18,14,14,22,44,50,30,58,12,63,61,57,13
12509,138390,55,46,45,13,66,50,13,47,68,70,55,60,38,71,68,56,66,72,13,33,55,David Fox,55,64,48,57,62,54,80,66,75,70,12,63,11,68
12511,138251,57,13,55,12,53,81,8,80,29,76,58,77,64,64,53,68,49,55,15,31,54,Richard Foster,18,19,19,55,56,81,76,62,54,56,11,63,6,53
12516,53842,47,53,53,16,65,43,15,52,60,57,58,55,49,64,65,71,64,68,11,33,54,Michael Tonge,46,59,56,55,50,49,56,65,76,63,16,63,13,66
12518,19521,45,58,60,9,62,68,7,62,61,80,32,47,60,59,48,92,60,55,9,34,61,Jabo Ibehre,53,52,59,31,41,64,47,62,66,50,11,63,9,43
12519,18745,18,8,39,65,23,41,67,54,7,30,16,48,19,62,25,54,23,38,56,39,17,Mark Tyler,15,16,17,17,19,21,46,26,57,19,56,63,61,18
12521,11811,61,55,72,14,63,65,13,73,65,70,65,64,56,62,63,62,66,64,11,33,57,Paul Green,52,58,54,63,60,65,75,64,63,62,10,63,11,47
12522,10884,49,54,64,7,64,52,9,72,69,65,49,40,59,64,63,73,70,64,13,36,55,Michael Flynn,48,63,58,48,55,51,60,67,62,53,12,63,10,57
12526,237910,48,27,49,7,51,72,9,59,37,70,68,52,54,59,27,63,20,33,12,20,62,Yeremi Valerón,24,28,44,67,58,68,62,55,31,56,10,62,10,32
12527,237890,59,39,61,13,61,69,14,61,51,69,58,68,55,60,63,63,56,48,8,21,54,Aldo Arellano,34,39,34,58,59,69,77,67,58,47,15,62,13,48
12529,237807,18,66,32,9,63,70,13,83,65,46,18,77,66,54,42,49,52,46,10,17,55,Dylan Vente,50,50,69,17,20,74,62,49,58,40,7,62,10,44
12532,237732,42,66,59,6,69,67,14,49,46,59,49,53,42,48,63,44,59,65,12,18,66,Odysseus Velanas,40,48,52,55,46,68,60,71,41,42,9,62,15,48
12533,237726,13,69,30,8,52,75,8,62,60,50,15,47,60,59,35,41,72,47,9,17,53,Nick Venema,41,53,63,15,17,80,60,48,35,38,9,62,11,48
