,Marking,Finishing,Aggression,GKPositioning,BallControl,SprintSpeed,GKDiving,Jumping,Penalties,Stamina,StandingTackle,Agility,HeadingAccuracy,Reactions,LongPassing,Strength,ShotPower,Vision,GKHandling,Age,Dribbling,Name,Volleys,LongShots,Positioning,SlidingTackle,Interceptions,Acceleration,Balance,ShortPassing,Composure,Crossing,GKKicking,Overall,GKReflexes,Curve,ID
9223,61.0,40.0,65.0,12.0,49.0,60.0,12.0,77.0,39.0,71.0,66.0,65.0,71.0,52.0,43.0,90.0,44.0,41.0,16.0,27,41.0,A. Taylor,21.0,27.0,23.0,65.0,57.0,58.0,59.0,51.0,56.0,22.0,8.0,66,15.0,56.0,193123
9227,59.0,52.0,82.0,16.0,64.0,69.0,9.0,82.0,53.0,82.0,68.0,68.0,68.0,55.0,63.0,69.0,61.0,56.0,16.0,25,62.0,A. Arregui,58.0,63.0,50.0,65.0,67.0,71.0,69.0,63.0,62.0,45.0,7.0,66,15.0,39.0,226405
9229,61.0,21.0,70.0,7.0,49.0,45.0,7.0,66.0,35.0,55.0,64.0,39.0,64.0,61.0,37.0,90.0,23.0,45.0,12.0,32,30.0,D. Horst,13.0,21.0,27.0,61.0,62.0,32.0,27.0,61.0,47.0,38.0,13.0,66,6.0,39.0,186725
9231,51.0,62.0,38.0,14.0,70.0,77.0,8.0,31.0,62.0,54.0,28.0,79.0,43.0,56.0,54.0,31.0,61.0,57.0,12.0,23,68.0,Ricardo Vaz,53.0,64.0,61.0,26.0,25.0,79.0,80.0,61.0,58.0,67.0,8.0,66,8.0,66.0,221286
9245,9.0,10.0,20.0,64.0,20.0,49.0,68.0,54.0,16.0,36.0,16.0,35.0,11.0,52.0,34.0,60.0,18.0,42.0,64.0,24,13.0,W. Norris,12.0,10.0,13.0,17.0,21.0,40.0,51.0,30.0,50.0,11.0,61.0,66,70.0,17.0,223082
9247,51.0,61.0,60.0,16.0,70.0,81.0,8.0,35.0,60.0,65.0,40.0,81.0,32.0,68.0,57.0,63.0,63.0,56.0,7.0,22,71.0,L. Zarandia,51.0,56.0,60.0,35.0,25.0,81.0,80.0,59.0,62.0,54.0,10.0,66,8.0,61.0,223850
9248,61.0,51.0,75.0,7.0,67.0,69.0,9.0,67.0,60.0,71.0,63.0,73.0,56.0,65.0,60.0,67.0,50.0,59.0,13.0,33,69.0,Fábinho,45.0,53.0,56.0,62.0,65.0,73.0,80.0,65.0,67.0,62.0,13.0,66,8.0,68.0,188522
9249,34.0,65.0,58.0,13.0,67.0,80.0,8.0,68.0,67.0,61.0,21.0,70.0,61.0,63.0,60.0,57.0,75.0,58.0,9.0,27,66.0,Zé Manuel,50.0,64.0,66.0,18.0,22.0,75.0,70.0,63.0,64.0,64.0,15.0,66,14.0,61.0,223339
9250,61.0,42.0,86.0,6.0,64.0,72.0,8.0,73.0,47.0,74.0,66.0,81.0,56.0,52.0,66.0,83.0,58.0,51.0,11.0,22,63.0,B. Innocent,38.0,52.0,48.0,65.0,65.0,73.0,71.0,60.0,63.0,41.0,15.0,66,14.0,47.0,224875
9251,64.0,38.0,63.0,7.0,58.0,81.0,11.0,58.0,42.0,64.0,68.0,79.0,57.0,60.0,36.0,57.0,29.0,42.0,15.0,22,61.0,L. Page,35.0,35.0,59.0,67.0,61.0,77.0,70.0,55.0,52.0,62.0,9.0,66,10.0,36.0,225387
9252,62.0,29.0,65.0,13.0,65.0,66.0,14.0,58.0,51.0,74.0,64.0,62.0,58.0,64.0,64.0,68.0,63.0,61.0,12.0,21,61.0,B. Van Durmen,51.0,58.0,56.0,61.0,63.0,57.0,61.0,66.0,53.0,52.0,12.0,66,8.0,49.0,228715
9253,60.0,43.0,56.0,15.0,63.0,63.0,16.0,59.0,61.0,68.0,59.0,34.0,58.0,78.0,64.0,72.0,66.0,65.0,10.0,31,57.0,Jano,35.0,49.0,36.0,60.0,73.0,49.0,51.0,62.0,70.0,62.0,7.0,66,15.0,68.0,228971
9254,60.0,52.0,74.0,9.0,61.0,75.0,16.0,77.0,50.0,82.0,60.0,74.0,43.0,60.0,61.0,64.0,67.0,68.0,8.0,26,63.0,E. Larsson,49.0,64.0,52.0,66.0,62.0,69.0,79.0,64.0,57.0,72.0,6.0,66,11.0,62.0,197996
9255,67.0,52.0,48.0,14.0,63.0,70.0,12.0,64.0,48.0,72.0,70.0,66.0,65.0,65.0,57.0,80.0,67.0,56.0,6.0,26,55.0,M. Ehmer,49.0,46.0,39.0,63.0,59.0,55.0,70.0,59.0,62.0,41.0,9.0,66,10.0,59.0,200812
9256,36.0,56.0,61.0,15.0,67.0,87.0,12.0,62.0,50.0,70.0,33.0,73.0,33.0,56.0,53.0,68.0,55.0,60.0,14.0,22,68.0,V. Solomon-Otabor,46.0,57.0,57.0,31.0,32.0,85.0,79.0,60.0,60.0,59.0,7.0,66,13.0,44.0,224108
9259,55.0,48.0,81.0,14.0,69.0,91.0,12.0,92.0,44.0,90.0,65.0,89.0,47.0,61.0,64.0,70.0,64.0,60.0,15.0,27,66.0,N. Toko,62.0,55.0,65.0,68.0,62.0,90.0,82.0,67.0,71.0,51.0,8.0,66,11.0,45.0,190060
9260,65.0,27.0,62.0,15.0,60.0,77.0,12.0,71.0,39.0,71.0,68.0,64.0,53.0,54.0,55.0,70.0,37.0,53.0,14.0,24,60.0,J. Rafferty,28.0,40.0,59.0,71.0,57.0,75.0,65.0,59.0,56.0,69.0,12.0,66,8.0,63.0,210029
9262,18.0,66.0,56.0,12.0,64.0,87.0,13.0,75.0,58.0,50.0,28.0,86.0,60.0,61.0,38.0,64.0,70.0,41.0,10.0,26,67.0,Danilo Sacrio,68.0,58.0,57.0,26.0,25.0,85.0,78.0,52.0,62.0,43.0,7.0,66,9.0,43.0,230509
9263,59.0,65.0,58.0,11.0,68.0,71.0,8.0,71.0,50.0,79.0,61.0,72.0,55.0,62.0,62.0,68.0,61.0,64.0,7.0,22,67.0,T. Szántó,51.0,64.0,59.0,62.0,64.0,68.0,71.0,64.0,60.0,59.0,11.0,66,13.0,53.0,234093
9266,66.0,26.0,67.0,6.0,46.0,32.0,7.0,72.0,50.0,55.0,68.0,34.0,69.0,56.0,35.0,87.0,36.0,39.0,13.0,26,31.0,M. Migliorini,25.0,19.0,25.0,65.0,64.0,51.0,35.0,37.0,65.0,18.0,14.0,66,11.0,34.0,210543
9267,18.0,65.0,41.0,6.0,64.0,91.0,8.0,47.0,77.0,51.0,17.0,78.0,56.0,56.0,52.0,57.0,62.0,44.0,7.0,30,77.0,Emílio Trevões,67.0,59.0,61.0,22.0,23.0,88.0,81.0,61.0,55.0,51.0,7.0,66,9.0,41.0,230511
9269,63.0,48.0,73.0,16.0,65.0,73.0,7.0,67.0,47.0,73.0,64.0,64.0,60.0,64.0,57.0,75.0,75.0,46.0,10.0,29,62.0,A. Marciniak,22.0,60.0,40.0,65.0,72.0,71.0,63.0,61.0,55.0,51.0,13.0,66,11.0,58.0,179055
9270,69.0,29.0,67.0,14.0,50.0,39.0,10.0,47.0,42.0,50.0,65.0,42.0,71.0,57.0,61.0,75.0,57.0,53.0,10.0,29,45.0,S. Kotysch,40.0,38.0,28.0,63.0,69.0,40.0,54.0,62.0,66.0,55.0,15.0,66,13.0,48.0,183407
9273,69.0,32.0,60.0,13.0,62.0,70.0,13.0,64.0,49.0,64.0,70.0,63.0,52.0,56.0,54.0,60.0,65.0,48.0,13.0,30,64.0,B. Emir,29.0,58.0,57.0,72.0,66.0,74.0,70.0,62.0,46.0,58.0,15.0,66,8.0,51.0,226928
9275,11.0,11.0,40.0,64.0,19.0,35.0,66.0,76.0,22.0,42.0,14.0,33.0,14.0,66.0,22.0,74.0,24.0,17.0,65.0,34,15.0,D. Haas,10.0,9.0,9.0,15.0,16.0,33.0,34.0,23.0,57.0,14.0,57.0,66,66.0,11.0,101488
9277,62.0,57.0,60.0,9.0,67.0,76.0,7.0,68.0,55.0,69.0,66.0,75.0,60.0,59.0,59.0,64.0,59.0,60.0,6.0,26,66.0,S. Ferguson,57.0,48.0,58.0,65.0,59.0,75.0,77.0,62.0,54.0,72.0,7.0,66,9.0,67.0,192624
9278,73.0,38.0,65.0,7.0,64.0,63.0,9.0,38.0,37.0,69.0,68.0,62.0,55.0,65.0,60.0,64.0,56.0,54.0,6.0,31,62.0,S. Sinovic,38.0,32.0,41.0,66.0,67.0,60.0,67.0,67.0,59.0,58.0,9.0,66,13.0,65.0,198257
9279,17.0,51.0,49.0,12.0,73.0,79.0,10.0,56.0,56.0,58.0,31.0,85.0,48.0,56.0,57.0,65.0,60.0,60.0,14.0,20,76.0,B. Enobakhare,52.0,50.0,57.0,25.0,26.0,83.0,79.0,67.0,57.0,54.0,9.0,66,9.0,48.0,229745
9280,69.0,40.0,64.0,10.0,57.0,68.0,12.0,81.0,59.0,75.0,65.0,66.0,61.0,58.0,57.0,70.0,55.0,58.0,13.0,32,61.0,T. McMahon,43.0,49.0,49.0,70.0,65.0,64.0,76.0,58.0,74.0,64.0,9.0,66,15.0,45.0,164465
9281,62.0,49.0,68.0,13.0,64.0,68.0,8.0,65.0,56.0,71.0,71.0,66.0,57.0,62.0,61.0,75.0,61.0,67.0,10.0,25,65.0,E. Ba,39.0,47.0,67.0,63.0,58.0,65.0,63.0,67.0,64.0,42.0,13.0,66,10.0,47.0,212338
9284,53.0,51.0,74.0,6.0,54.0,77.0,13.0,58.0,53.0,90.0,58.0,82.0,40.0,67.0,59.0,57.0,62.0,60.0,12.0,24,65.0,O. Bulut,51.0,53.0,67.0,56.0,57.0,78.0,74.0,67.0,54.0,62.0,12.0,66,15.0,64.0,205939
9286,62.0,13.0,73.0,9.0,55.0,35.0,11.0,71.0,16.0,62.0,65.0,67.0,71.0,62.0,42.0,77.0,35.0,49.0,12.0,32,47.0,S. Anderson,19.0,18.0,28.0,64.0,64.0,27.0,58.0,53.0,76.0,55.0,11.0,66,7.0,48.0,163955
9288,63.0,47.0,63.0,7.0,68.0,73.0,11.0,62.0,48.0,74.0,67.0,64.0,58.0,67.0,66.0,63.0,60.0,64.0,6.0,21,63.0,E. Ndoj,47.0,53.0,49.0,66.0,62.0,70.0,62.0,70.0,65.0,57.0,6.0,66,10.0,49.0,235379
9291,42.0,67.0,46.0,13.0,65.0,80.0,14.0,75.0,67.0,76.0,38.0,70.0,59.0,60.0,46.0,65.0,66.0,62.0,6.0,31,66.0,R. Festersen,59.0,66.0,63.0,47.0,49.0,77.0,68.0,62.0,60.0,59.0,12.0,66,11.0,62.0,215668
9292,32.0,67.0,51.0,6.0,66.0,53.0,7.0,55.0,62.0,63.0,26.0,66.0,72.0,62.0,49.0,79.0,64.0,58.0,7.0,35,63.0,J. Blayac,53.0,54.0,68.0,34.0,27.0,54.0,56.0,64.0,60.0,42.0,13.0,66,13.0,49.0,157300
9295,66.0,47.0,73.0,14.0,56.0,34.0,13.0,36.0,80.0,67.0,66.0,37.0,69.0,60.0,52.0,79.0,68.0,45.0,8.0,34,38.0,M. Marić,40.0,57.0,44.0,65.0,69.0,33.0,58.0,53.0,62.0,39.0,13.0,66,6.0,52.0,52340
9296,59.0,59.0,66.0,14.0,66.0,60.0,8.0,73.0,67.0,78.0,54.0,72.0,59.0,68.0,65.0,69.0,67.0,65.0,13.0,32,60.0,L. Frecklington,62.0,65.0,64.0,53.0,58.0,63.0,73.0,66.0,64.0,64.0,7.0,66,16.0,57.0,163445
9301,60.0,20.0,51.0,7.0,61.0,73.0,14.0,58.0,40.0,63.0,65.0,63.0,63.0,61.0,52.0,61.0,41.0,37.0,7.0,20,49.0,P. Estupiñán,38.0,42.0,48.0,67.0,58.0,73.0,74.0,70.0,53.0,69.0,14.0,66,7.0,59.0,237942
9306,52.0,52.0,53.0,10.0,66.0,66.0,7.0,64.0,59.0,71.0,54.0,75.0,52.0,69.0,63.0,65.0,68.0,68.0,11.0,26,63.0,S. Nutz,59.0,65.0,59.0,58.0,55.0,70.0,73.0,65.0,68.0,54.0,8.0,66,10.0,74.0,216184
9307,52.0,63.0,63.0,8.0,67.0,66.0,7.0,68.0,50.0,71.0,53.0,78.0,49.0,63.0,69.0,67.0,67.0,67.0,8.0,22,65.0,J. Byrne,52.0,66.0,58.0,51.0,50.0,68.0,75.0,69.0,62.0,65.0,12.0,66,6.0,72.0,218744
9308,10.0,66.0,43.0,14.0,63.0,62.0,17.0,55.0,60.0,53.0,39.0,63.0,71.0,62.0,62.0,59.0,62.0,74.0,10.0,34,61.0,Dilson Calegari,58.0,69.0,61.0,33.0,57.0,70.0,61.0,67.0,76.0,62.0,13.0,66,17.0,53.0,230264
9309,67.0,44.0,75.0,14.0,65.0,53.0,15.0,77.0,68.0,63.0,67.0,70.0,66.0,62.0,63.0,57.0,62.0,61.0,16.0,34,62.0,Cris,43.0,58.0,63.0,61.0,66.0,47.0,67.0,68.0,68.0,60.0,11.0,66,12.0,59.0,183160
9312,67.0,35.0,72.0,12.0,48.0,50.0,11.0,86.0,54.0,43.0,59.0,50.0,68.0,60.0,50.0,77.0,75.0,46.0,11.0,34,37.0,H. Patronen,48.0,36.0,27.0,59.0,72.0,49.0,57.0,44.0,53.0,34.0,14.0,66,15.0,26.0,156025
9315,62.0,53.0,71.0,11.0,65.0,66.0,13.0,62.0,54.0,76.0,65.0,52.0,60.0,62.0,46.0,77.0,69.0,57.0,6.0,30,59.0,V. Skjerve,52.0,54.0,25.0,62.0,62.0,61.0,49.0,60.0,62.0,65.0,10.0,66,8.0,57.0,182905
9316,63.0,54.0,69.0,14.0,59.0,76.0,15.0,72.0,50.0,72.0,65.0,74.0,60.0,59.0,59.0,62.0,59.0,59.0,7.0,28,61.0,S. Williams,49.0,53.0,61.0,64.0,65.0,73.0,67.0,61.0,59.0,66.0,12.0,66,7.0,54.0,190585
9317,67.0,29.0,70.0,7.0,57.0,69.0,15.0,81.0,38.0,80.0,67.0,67.0,64.0,63.0,63.0,73.0,28.0,35.0,13.0,26,50.0,A. Hughes,23.0,30.0,41.0,64.0,64.0,63.0,63.0,58.0,49.0,57.0,13.0,66,10.0,28.0,214906
9318,64.0,39.0,62.0,8.0,65.0,64.0,15.0,72.0,47.0,70.0,68.0,65.0,56.0,63.0,66.0,62.0,55.0,61.0,5.0,25,62.0,M. Jansen,35.0,38.0,54.0,64.0,60.0,67.0,71.0,69.0,56.0,54.0,10.0,66,7.0,48.0,234874
9319,64.0,56.0,78.0,6.0,66.0,69.0,10.0,68.0,55.0,90.0,68.0,68.0,64.0,64.0,66.0,77.0,58.0,57.0,8.0,20,60.0,R. Yates,41.0,48.0,60.0,64.0,64.0,62.0,58.0,71.0,59.0,47.0,6.0,66,11.0,43.0,235642
9320,60.0,35.0,81.0,10.0,62.0,79.0,6.0,90.0,46.0,70.0,66.0,72.0,62.0,62.0,57.0,75.0,55.0,52.0,5.0,20,58.0,D. Zeefuik,38.0,29.0,56.0,65.0,63.0,78.0,76.0,64.0,60.0,60.0,6.0,66,10.0,43.0,235899
9321,55.0,58.0,63.0,15.0,69.0,63.0,12.0,57.0,61.0,73.0,55.0,70.0,55.0,67.0,62.0,65.0,67.0,63.0,11.0,30,64.0,F. Della Rocca,57.0,65.0,55.0,55.0,62.0,64.0,69.0,69.0,63.0,60.0,10.0,66,12.0,61.0,178043
9323,29.0,51.0,39.0,16.0,68.0,75.0,9.0,69.0,48.0,65.0,34.0,79.0,40.0,60.0,50.0,59.0,51.0,63.0,12.0,25,71.0,M. Gouaida,45.0,46.0,62.0,36.0,24.0,79.0,76.0,64.0,53.0,65.0,10.0,66,16.0,53.0,216444
9324,59.0,47.0,66.0,12.0,65.0,82.0,11.0,82.0,32.0,84.0,65.0,74.0,58.0,57.0,56.0,69.0,49.0,45.0,13.0,23,63.0,S. Adekugbe,22.0,22.0,54.0,59.0,60.0,80.0,74.0,65.0,59.0,62.0,7.0,66,9.0,49.0,220028
9326,32.0,66.0,73.0,8.0,62.0,81.0,15.0,73.0,68.0,73.0,27.0,69.0,67.0,66.0,42.0,74.0,72.0,58.0,12.0,29,63.0,M. Maâzou,65.0,63.0,64.0,25.0,22.0,83.0,59.0,61.0,64.0,62.0,11.0,66,12.0,53.0,187004
9328,60.0,60.0,54.0,13.0,75.0,56.0,11.0,67.0,50.0,59.0,63.0,81.0,43.0,52.0,69.0,61.0,73.0,62.0,13.0,21,63.0,W. Kaptoum,40.0,67.0,55.0,61.0,54.0,64.0,82.0,75.0,61.0,56.0,15.0,66,15.0,57.0,223357
9329,26.0,61.0,33.0,10.0,62.0,79.0,10.0,62.0,66.0,77.0,20.0,68.0,65.0,68.0,40.0,64.0,60.0,62.0,11.0,25,63.0,M. Finotto,65.0,56.0,67.0,27.0,18.0,85.0,68.0,59.0,66.0,53.0,10.0,66,14.0,49.0,235133
9330,20.0,49.0,58.0,10.0,66.0,83.0,10.0,82.0,55.0,46.0,23.0,77.0,50.0,61.0,65.0,64.0,69.0,68.0,7.0,25,65.0,P. Becker,34.0,67.0,60.0,21.0,48.0,82.0,77.0,66.0,55.0,65.0,13.0,66,7.0,68.0,219518
9332,18.0,12.0,40.0,66.0,24.0,28.0,67.0,44.0,13.0,30.0,13.0,55.0,11.0,51.0,36.0,65.0,25.0,43.0,66.0,27,15.0,M. Oxley,15.0,14.0,14.0,13.0,26.0,31.0,52.0,33.0,46.0,13.0,65.0,66,68.0,16.0,186494
9333,62.0,37.0,51.0,8.0,63.0,74.0,12.0,67.0,52.0,74.0,64.0,71.0,56.0,60.0,62.0,67.0,60.0,60.0,7.0,29,64.0,B. Coker,32.0,51.0,57.0,63.0,60.0,74.0,68.0,63.0,58.0,67.0,6.0,66,13.0,62.0,200319
9335,25.0,34.0,41.0,9.0,68.0,74.0,7.0,63.0,56.0,59.0,31.0,82.0,49.0,64.0,53.0,43.0,65.0,70.0,11.0,27,67.0,H. Zuck,60.0,58.0,66.0,36.0,27.0,75.0,80.0,69.0,58.0,69.0,7.0,66,8.0,53.0,210304
9336,49.0,63.0,45.0,8.0,66.0,78.0,7.0,52.0,45.0,69.0,31.0,80.0,46.0,65.0,55.0,72.0,53.0,56.0,10.0,23,69.0,H. Zapata,50.0,55.0,59.0,35.0,43.0,76.0,64.0,62.0,60.0,58.0,10.0,66,8.0,54.0,222080
9337,54.0,59.0,46.0,10.0,69.0,54.0,16.0,53.0,70.0,66.0,58.0,60.0,53.0,59.0,65.0,62.0,63.0,73.0,16.0,32,64.0,C. Lines,49.0,61.0,67.0,47.0,42.0,53.0,60.0,70.0,66.0,63.0,11.0,66,16.0,70.0,172928
9338,66.0,24.0,70.0,10.0,44.0,48.0,10.0,79.0,22.0,74.0,66.0,56.0,70.0,55.0,53.0,80.0,30.0,29.0,8.0,28,48.0,M. Sollbauer,19.0,33.0,48.0,65.0,60.0,36.0,35.0,57.0,63.0,44.0,14.0,66,9.0,25.0,190592
9340,41.0,58.0,40.0,7.0,66.0,67.0,16.0,54.0,59.0,63.0,51.0,65.0,60.0,66.0,68.0,62.0,68.0,65.0,8.0,24,68.0,A. Guido,60.0,61.0,64.0,55.0,63.0,68.0,61.0,70.0,61.0,54.0,13.0,66,12.0,62.0,208513
9342,16.0,70.0,41.0,14.0,66.0,75.0,12.0,90.0,61.0,79.0,17.0,69.0,66.0,62.0,36.0,62.0,60.0,51.0,13.0,26,59.0,H. Al Hazaa,66.0,49.0,64.0,15.0,14.0,79.0,65.0,51.0,51.0,33.0,15.0,66,7.0,33.0,213377
9343,27.0,61.0,43.0,9.0,62.0,81.0,14.0,75.0,67.0,59.0,25.0,79.0,58.0,64.0,56.0,67.0,70.0,64.0,11.0,32,68.0,F. Castillón,59.0,68.0,62.0,21.0,20.0,77.0,77.0,62.0,63.0,59.0,8.0,66,7.0,60.0,215169
9345,63.0,61.0,54.0,6.0,66.0,66.0,9.0,82.0,73.0,70.0,64.0,68.0,60.0,64.0,67.0,82.0,75.0,68.0,14.0,29,63.0,G. Tansey,58.0,73.0,60.0,61.0,60.0,66.0,64.0,69.0,68.0,63.0,15.0,66,15.0,73.0,177793
9348,23.0,57.0,39.0,11.0,68.0,83.0,8.0,55.0,56.0,73.0,21.0,83.0,49.0,61.0,64.0,58.0,69.0,61.0,8.0,21,69.0,M. Tévez,56.0,62.0,60.0,26.0,22.0,82.0,82.0,63.0,55.0,60.0,16.0,66,8.0,60.0,224386
9350,65.0,49.0,77.0,8.0,60.0,68.0,11.0,86.0,45.0,85.0,63.0,66.0,52.0,63.0,63.0,65.0,56.0,53.0,14.0,22,55.0,T. Lapslie,31.0,52.0,52.0,65.0,68.0,62.0,73.0,62.0,52.0,39.0,10.0,66,10.0,32.0,213635
9351,63.0,40.0,66.0,7.0,65.0,76.0,14.0,64.0,42.0,73.0,65.0,73.0,45.0,55.0,54.0,54.0,30.0,50.0,13.0,24,67.0,M. Sauer,30.0,39.0,57.0,67.0,62.0,78.0,75.0,62.0,46.0,70.0,15.0,66,13.0,48.0,226179
9352,9.0,9.0,22.0,66.0,11.0,26.0,68.0,32.0,12.0,20.0,11.0,29.0,14.0,61.0,16.0,63.0,17.0,23.0,65.0,22,9.0,R. Descamps,6.0,6.0,7.0,10.0,8.0,33.0,24.0,21.0,49.0,10.0,60.0,66,64.0,13.0,234371
9355,64.0,25.0,67.0,8.0,57.0,85.0,14.0,78.0,36.0,77.0,66.0,79.0,60.0,62.0,54.0,75.0,67.0,38.0,16.0,25,53.0,C. Dunne,39.0,39.0,36.0,67.0,61.0,83.0,69.0,59.0,46.0,42.0,11.0,66,11.0,28.0,205956
9358,64.0,55.0,54.0,5.0,69.0,85.0,14.0,58.0,45.0,57.0,60.0,81.0,51.0,60.0,69.0,67.0,56.0,69.0,13.0,21,68.0,J. Aribo,40.0,40.0,66.0,58.0,51.0,79.0,66.0,73.0,63.0,53.0,11.0,66,7.0,63.0,231044
9362,52.0,62.0,48.0,1.0,62.0,78.0,1.0,59.0,48.0,70.0,39.0,73.0,32.0,61.0,60.0,57.0,62.0,64.0,1.0,29,64.0,S. McConville,57.0,65.0,65.0,38.0,42.0,78.0,68.0,63.0,63.0,64.0,1.0,66,1.0,65.0,191108
9363,61.0,52.0,77.0,7.0,73.0,59.0,14.0,81.0,62.0,83.0,55.0,75.0,52.0,67.0,65.0,64.0,54.0,61.0,14.0,29,66.0,D. Drocco,68.0,59.0,47.0,57.0,56.0,74.0,92.0,70.0,45.0,67.0,12.0,66,6.0,56.0,193412
9364,64.0,38.0,69.0,11.0,43.0,64.0,11.0,72.0,47.0,66.0,68.0,57.0,66.0,64.0,55.0,78.0,50.0,37.0,12.0,29,40.0,A. Sušac,17.0,25.0,34.0,66.0,67.0,60.0,66.0,40.0,70.0,30.0,12.0,66,10.0,18.0,216709
9365,43.0,58.0,42.0,11.0,65.0,61.0,8.0,67.0,66.0,72.0,44.0,69.0,54.0,71.0,61.0,46.0,61.0,66.0,8.0,32,66.0,M. Perlak,43.0,54.0,65.0,46.0,44.0,70.0,87.0,65.0,59.0,61.0,10.0,66,7.0,49.0,229509
9368,38.0,57.0,63.0,9.0,62.0,78.0,13.0,65.0,49.0,90.0,59.0,65.0,51.0,58.0,59.0,65.0,58.0,60.0,10.0,28,61.0,K. Dawson,39.0,54.0,60.0,46.0,48.0,87.0,71.0,63.0,59.0,63.0,14.0,66,12.0,55.0,199046
9369,67.0,28.0,53.0,13.0,47.0,80.0,9.0,84.0,43.0,65.0,69.0,46.0,66.0,53.0,63.0,81.0,42.0,44.0,11.0,22,46.0,H. McGahey,27.0,27.0,32.0,63.0,60.0,78.0,53.0,64.0,60.0,33.0,6.0,66,8.0,33.0,220038
9372,10.0,50.0,60.0,7.0,75.0,58.0,7.0,70.0,67.0,61.0,59.0,70.0,51.0,60.0,53.0,64.0,71.0,59.0,16.0,34,65.0,Ever Rodeiro,62.0,70.0,67.0,62.0,70.0,65.0,73.0,73.0,72.0,64.0,13.0,66,9.0,56.0,236166
9375,20.0,67.0,45.0,15.0,62.0,76.0,12.0,81.0,50.0,77.0,16.0,68.0,66.0,60.0,31.0,69.0,62.0,41.0,6.0,34,57.0,H. Al Raheb,55.0,60.0,75.0,23.0,35.0,77.0,76.0,52.0,64.0,40.0,9.0,66,12.0,37.0,197511
9376,63.0,33.0,71.0,13.0,43.0,48.0,10.0,71.0,37.0,56.0,65.0,33.0,66.0,60.0,51.0,79.0,49.0,31.0,9.0,30,33.0,C. Schuler,40.0,22.0,39.0,63.0,65.0,37.0,33.0,52.0,46.0,36.0,16.0,66,10.0,36.0,198279
9377,57.0,58.0,60.0,1.0,66.0,60.0,1.0,64.0,59.0,74.0,58.0,66.0,55.0,64.0,65.0,67.0,69.0,66.0,1.0,26,60.0,S. Mantom,46.0,65.0,58.0,56.0,59.0,64.0,70.0,67.0,67.0,56.0,1.0,66,1.0,63.0,199815
9379,35.0,59.0,50.0,10.0,59.0,87.0,6.0,81.0,45.0,69.0,19.0,90.0,57.0,64.0,43.0,71.0,72.0,50.0,10.0,23,68.0,J. Dongou Tsafack,62.0,57.0,68.0,12.0,18.0,85.0,79.0,55.0,48.0,53.0,13.0,66,15.0,45.0,209287
9381,67.0,27.0,65.0,11.0,60.0,47.0,10.0,67.0,32.0,64.0,65.0,53.0,67.0,60.0,62.0,72.0,53.0,37.0,8.0,33,43.0,A. Kantari,30.0,28.0,37.0,64.0,61.0,43.0,55.0,61.0,56.0,38.0,12.0,66,6.0,39.0,172423
9384,25.0,54.0,61.0,11.0,64.0,68.0,13.0,67.0,68.0,67.0,36.0,80.0,69.0,72.0,54.0,61.0,68.0,68.0,10.0,30,67.0,Raphael Doninho,49.0,54.0,60.0,40.0,54.0,74.0,70.0,64.0,70.0,67.0,16.0,66,10.0,58.0,236168
9385,69.0,34.0,72.0,16.0,53.0,34.0,14.0,84.0,35.0,65.0,67.0,52.0,68.0,66.0,63.0,78.0,57.0,56.0,8.0,32,47.0,K. Bülow,36.0,41.0,53.0,63.0,67.0,38.0,47.0,62.0,62.0,52.0,6.0,66,12.0,38.0,177544
9386,68.0,32.0,68.0,10.0,50.0,54.0,16.0,52.0,44.0,59.0,66.0,58.0,70.0,63.0,50.0,79.0,52.0,45.0,15.0,27,40.0,R. Magyar,41.0,37.0,21.0,61.0,57.0,51.0,56.0,63.0,59.0,43.0,8.0,66,15.0,45.0,199049
9387,68.0,24.0,70.0,15.0,47.0,31.0,12.0,69.0,58.0,72.0,66.0,45.0,65.0,62.0,52.0,71.0,58.0,48.0,14.0,33,37.0,F. Brillant,22.0,25.0,39.0,65.0,66.0,34.0,36.0,64.0,63.0,32.0,13.0,66,10.0,23.0,208521
9391,24.0,64.0,54.0,13.0,65.0,85.0,12.0,62.0,59.0,66.0,19.0,79.0,61.0,65.0,34.0,67.0,61.0,53.0,7.0,25,66.0,K. Mayi,62.0,52.0,64.0,14.0,18.0,82.0,72.0,59.0,50.0,61.0,7.0,66,8.0,43.0,207754
9393,64.0,35.0,57.0,11.0,63.0,79.0,14.0,73.0,35.0,83.0,66.0,64.0,53.0,56.0,56.0,61.0,64.0,45.0,14.0,23,47.0,K. Koizumi,34.0,69.0,49.0,64.0,62.0,76.0,72.0,63.0,52.0,57.0,11.0,66,12.0,32.0,232586
9394,45.0,65.0,51.0,8.0,68.0,54.0,13.0,87.0,60.0,63.0,54.0,52.0,68.0,60.0,67.0,86.0,69.0,65.0,12.0,24,66.0,C. Aneke,59.0,65.0,65.0,51.0,53.0,43.0,61.0,66.0,69.0,61.0,7.0,66,6.0,58.0,202123
9397,20.0,67.0,46.0,15.0,65.0,50.0,14.0,71.0,60.0,59.0,21.0,54.0,70.0,66.0,51.0,76.0,71.0,49.0,15.0,26,60.0,P. Gladon,62.0,57.0,67.0,20.0,29.0,48.0,58.0,57.0,72.0,43.0,8.0,66,14.0,64.0,223115
