StandingTackle,Finishing,Composure,LongPassing,ShortPassing,SprintSpeed,HeadingAccuracy,Positioning,Aggression,Overall,LongShots,Marking,Jumping,GKHandling,Vision,Agility,GKReflexes,GKDiving,Balance,GKKicking,Dribbling,Age,Volleys,Strength,Stamina,Interceptions,Crossing,Penalties,BallControl,Acceleration,ShotPower,SlidingTackle,GKPositioning,Curve,Reactions,ID,RWB,RM,RS,LAM,CAM,RCM,LWB,LDM,CM,CDM,ST,RDM,CF,LF,LB,GK,RAM,RCB,LCB,CB,LS,LCM,RW,LM,LW,RF,RB
60.0,35.0,60.0,58.0,56.0,72.0,62.0,32.0,71.0,64.0,49.0,60.0,73.0,12.0,46.0,64.0,6.0,6.0,58.0,14.0,53.0,22.0,31.0,74.0,65.0,62.0,44.0,42.0,60.0,65.0,63.0,61.0,13.0,48.0,58.0,231948.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66.0,33.0,62.0,51.0,59.0,78.0,50.0,53.0,72.0,64.0,25.0,60.0,90.0,7.0,45.0,76.0,15.0,6.0,81.0,15.0,58.0,26.0,33.0,74.0,67.0,62.0,62.0,54.0,59.0,77.0,45.0,60.0,12.0,51.0,54.0,193804.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,59.0,59.0,59.0,62.0,73.0,42.0,58.0,31.0,64.0,62.0,23.0,59.0,12.0,60.0,75.0,15.0,14.0,74.0,11.0,61.0,23.0,54.0,64.0,71.0,25.0,61.0,59.0,62.0,74.0,58.0,35.0,13.0,63.0,57.0,205582.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
64.0,27.0,45.0,53.0,58.0,51.0,55.0,32.0,71.0,64.0,33.0,64.0,77.0,11.0,54.0,59.0,15.0,8.0,69.0,6.0,43.0,21.0,26.0,63.0,76.0,65.0,36.0,33.0,64.0,61.0,67.0,58.0,16.0,32.0,68.0,214030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62.0,46.0,56.0,61.0,67.0,55.0,64.0,48.0,62.0,64.0,46.0,58.0,56.0,10.0,63.0,55.0,15.0,15.0,67.0,13.0,64.0,21.0,37.0,67.0,75.0,56.0,52.0,56.0,65.0,66.0,61.0,60.0,15.0,52.0,65.0,225295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,13.0,47.0,21.0,25.0,44.0,20.0,12.0,20.0,64.0,14.0,15.0,58.0,66.0,29.0,36.0,63.0,65.0,67.0,66.0,17.0,21.0,19.0,55.0,33.0,20.0,20.0,28.0,35.0,40.0,26.0,16.0,65.0,13.0,49.0,220944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,10.0,30.0,25.0,28.0,45.0,15.0,12.0,25.0,64.0,11.0,10.0,54.0,65.0,25.0,34.0,64.0,64.0,32.0,57.0,13.0,25.0,12.0,67.0,33.0,24.0,13.0,18.0,17.0,47.0,22.0,11.0,61.0,15.0,60.0,207633.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61.0,56.0,67.0,65.0,68.0,56.0,56.0,60.0,61.0,64.0,59.0,57.0,51.0,13.0,67.0,56.0,7.0,12.0,62.0,15.0,58.0,31.0,42.0,70.0,53.0,60.0,55.0,63.0,67.0,59.0,58.0,56.0,10.0,57.0,62.0,167697.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.0,57.0,62.0,63.0,63.0,69.0,44.0,65.0,55.0,64.0,64.0,48.0,67.0,11.0,69.0,85.0,16.0,16.0,77.0,13.0,64.0,25.0,56.0,61.0,72.0,48.0,58.0,60.0,65.0,71.0,63.0,49.0,8.0,64.0,53.0,200210.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,64.0,52.0,40.0,56.0,86.0,54.0,63.0,67.0,64.0,51.0,13.0,72.0,9.0,55.0,72.0,15.0,12.0,71.0,12.0,60.0,23.0,33.0,73.0,69.0,44.0,49.0,55.0,61.0,84.0,62.0,19.0,16.0,34.0,62.0,205586.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,62.0,55.0,52.0,61.0,75.0,60.0,60.0,54.0,64.0,65.0,20.0,61.0,13.0,57.0,65.0,8.0,6.0,56.0,11.0,61.0,26.0,40.0,72.0,58.0,12.0,42.0,66.0,63.0,77.0,71.0,26.0,9.0,68.0,52.0,213778.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
68.0,22.0,57.0,32.0,45.0,63.0,55.0,35.0,55.0,64.0,21.0,67.0,75.0,6.0,39.0,57.0,6.0,10.0,65.0,14.0,41.0,31.0,21.0,71.0,72.0,62.0,49.0,35.0,51.0,58.0,36.0,66.0,9.0,23.0,58.0,232722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67.0,53.0,69.0,59.0,62.0,52.0,55.0,53.0,80.0,64.0,56.0,67.0,92.0,7.0,51.0,53.0,10.0,16.0,73.0,16.0,55.0,29.0,48.0,79.0,92.0,64.0,44.0,61.0,58.0,53.0,64.0,68.0,7.0,52.0,61.0,181010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69.0,15.0,45.0,29.0,36.0,54.0,69.0,30.0,50.0,64.0,12.0,64.0,75.0,10.0,33.0,57.0,6.0,6.0,41.0,11.0,27.0,26.0,12.0,81.0,62.0,64.0,15.0,15.0,34.0,54.0,21.0,63.0,14.0,15.0,61.0,187154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64.0,23.0,45.0,38.0,54.0,79.0,63.0,24.0,49.0,64.0,26.0,58.0,80.0,8.0,46.0,67.0,11.0,7.0,66.0,9.0,44.0,25.0,23.0,70.0,74.0,68.0,45.0,32.0,53.0,76.0,32.0,67.0,12.0,30.0,55.0,219413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64.0,21.0,55.0,62.0,64.0,66.0,61.0,41.0,65.0,64.0,32.0,65.0,76.0,15.0,43.0,66.0,12.0,16.0,69.0,13.0,52.0,19.0,25.0,69.0,69.0,57.0,30.0,37.0,53.0,71.0,32.0,61.0,7.0,32.0,59.0,225557.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,15.0,40.0,27.0,28.0,29.0,10.0,10.0,25.0,64.0,16.0,12.0,43.0,60.0,28.0,37.0,66.0,64.0,35.0,59.0,11.0,34.0,13.0,43.0,26.0,13.0,11.0,20.0,21.0,29.0,16.0,12.0,64.0,14.0,59.0,54037.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,66.0,56.0,56.0,58.0,68.0,59.0,70.0,43.0,64.0,73.0,35.0,55.0,7.0,58.0,71.0,8.0,9.0,69.0,13.0,62.0,25.0,63.0,58.0,60.0,31.0,71.0,72.0,71.0,58.0,68.0,41.0,10.0,60.0,58.0,234007.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,65.0,58.0,45.0,59.0,80.0,53.0,66.0,53.0,64.0,48.0,20.0,55.0,8.0,56.0,83.0,11.0,14.0,83.0,10.0,64.0,22.0,54.0,50.0,70.0,24.0,65.0,56.0,66.0,82.0,58.0,19.0,12.0,40.0,63.0,203289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
62.0,41.0,57.0,52.0,57.0,81.0,47.0,54.0,70.0,64.0,33.0,55.0,71.0,13.0,38.0,81.0,9.0,14.0,81.0,13.0,63.0,23.0,33.0,56.0,77.0,57.0,64.0,40.0,65.0,80.0,43.0,59.0,14.0,52.0,57.0,229657.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
66.0,30.0,51.0,59.0,48.0,69.0,59.0,44.0,54.0,64.0,29.0,64.0,70.0,9.0,31.0,63.0,8.0,15.0,65.0,9.0,68.0,25.0,34.0,71.0,72.0,60.0,62.0,42.0,59.0,71.0,40.0,62.0,11.0,28.0,61.0,215066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
68.0,26.0,64.0,39.0,37.0,54.0,61.0,33.0,55.0,64.0,24.0,62.0,65.0,10.0,32.0,38.0,9.0,11.0,41.0,9.0,36.0,20.0,34.0,79.0,60.0,62.0,33.0,40.0,46.0,54.0,47.0,70.0,7.0,35.0,55.0,237594.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.0,60.0,61.0,52.0,64.0,70.0,68.0,54.0,54.0,64.0,60.0,36.0,83.0,14.0,58.0,50.0,15.0,16.0,46.0,16.0,59.0,24.0,62.0,75.0,78.0,48.0,48.0,62.0,62.0,71.0,67.0,39.0,8.0,50.0,64.0,204316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,48.0,62.0,60.0,65.0,69.0,46.0,54.0,63.0,64.0,58.0,50.0,61.0,4.0,66.0,88.0,9.0,5.0,83.0,14.0,67.0,25.0,56.0,55.0,82.0,63.0,50.0,51.0,66.0,72.0,56.0,62.0,4.0,66.0,59.0,223004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63.0,40.0,59.0,67.0,68.0,70.0,56.0,58.0,67.0,64.0,43.0,55.0,56.0,11.0,55.0,57.0,14.0,7.0,65.0,12.0,60.0,25.0,42.0,58.0,74.0,64.0,54.0,47.0,62.0,64.0,68.0,59.0,15.0,43.0,60.0,228892.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,46.0,42.0,59.0,65.0,74.0,44.0,61.0,68.0,64.0,49.0,57.0,65.0,14.0,64.0,72.0,6.0,14.0,80.0,6.0,64.0,25.0,44.0,57.0,76.0,58.0,59.0,39.0,66.0,78.0,55.0,54.0,8.0,43.0,64.0,232733.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56.0,58.0,61.0,63.0,65.0,64.0,54.0,64.0,67.0,64.0,59.0,56.0,73.0,6.0,60.0,81.0,12.0,7.0,82.0,11.0,62.0,30.0,49.0,62.0,66.0,66.0,61.0,49.0,66.0,73.0,67.0,59.0,10.0,61.0,72.0,172573.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62.0,23.0,59.0,53.0,56.0,44.0,56.0,45.0,72.0,64.0,25.0,61.0,78.0,9.0,49.0,49.0,8.0,10.0,53.0,15.0,48.0,25.0,27.0,86.0,77.0,56.0,43.0,39.0,57.0,47.0,43.0,60.0,10.0,36.0,53.0,202014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,63.0,58.0,54.0,65.0,68.0,62.0,61.0,32.0,64.0,59.0,33.0,62.0,10.0,53.0,58.0,9.0,14.0,59.0,12.0,64.0,27.0,52.0,67.0,62.0,38.0,58.0,68.0,63.0,69.0,64.0,38.0,10.0,43.0,64.0,207902.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62.0,41.0,64.0,62.0,65.0,69.0,59.0,52.0,71.0,64.0,58.0,59.0,74.0,11.0,63.0,72.0,11.0,11.0,69.0,6.0,63.0,21.0,38.0,74.0,77.0,60.0,50.0,45.0,63.0,68.0,62.0,61.0,7.0,53.0,63.0,225310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,63.0,59.0,40.0,47.0,79.0,59.0,61.0,60.0,64.0,57.0,21.0,70.0,9.0,54.0,66.0,6.0,11.0,58.0,15.0,62.0,20.0,49.0,78.0,68.0,25.0,39.0,59.0,63.0,77.0,68.0,25.0,10.0,36.0,56.0,228382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63.0,46.0,65.0,69.0,70.0,69.0,47.0,53.0,72.0,64.0,41.0,57.0,62.0,9.0,59.0,67.0,11.0,13.0,76.0,10.0,66.0,17.0,53.0,65.0,75.0,62.0,49.0,55.0,63.0,68.0,72.0,58.0,12.0,61.0,59.0,236830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,66.0,66.0,39.0,66.0,42.0,76.0,67.0,79.0,64.0,47.0,23.0,65.0,13.0,66.0,30.0,9.0,12.0,52.0,10.0,49.0,37.0,56.0,80.0,32.0,24.0,49.0,68.0,62.0,31.0,67.0,19.0,10.0,43.0,67.0,2335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,65.0,60.0,65.0,66.0,70.0,53.0,60.0,57.0,64.0,66.0,46.0,45.0,11.0,59.0,70.0,8.0,12.0,65.0,6.0,65.0,25.0,58.0,68.0,69.0,55.0,64.0,63.0,68.0,72.0,64.0,47.0,14.0,55.0,56.0,232991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,65.0,54.0,35.0,54.0,67.0,70.0,60.0,55.0,64.0,56.0,23.0,67.0,9.0,49.0,44.0,9.0,12.0,29.0,14.0,64.0,21.0,57.0,77.0,62.0,19.0,34.0,55.0,68.0,53.0,66.0,22.0,11.0,34.0,53.0,236831.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,62.0,60.0,45.0,58.0,81.0,63.0,60.0,45.0,64.0,59.0,21.0,67.0,10.0,39.0,81.0,13.0,9.0,56.0,12.0,63.0,25.0,50.0,79.0,72.0,19.0,54.0,55.0,60.0,77.0,64.0,26.0,11.0,30.0,57.0,190239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54.0,56.0,55.0,65.0,65.0,58.0,45.0,62.0,68.0,64.0,64.0,41.0,75.0,6.0,67.0,73.0,6.0,15.0,73.0,11.0,58.0,32.0,59.0,60.0,76.0,53.0,66.0,49.0,64.0,64.0,57.0,47.0,11.0,65.0,63.0,156704.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,15.0,44.0,34.0,30.0,44.0,15.0,12.0,40.0,64.0,15.0,19.0,64.0,59.0,48.0,45.0,65.0,65.0,37.0,60.0,14.0,31.0,14.0,66.0,38.0,21.0,16.0,20.0,22.0,50.0,24.0,11.0,63.0,15.0,68.0,163616.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64.0,14.0,52.0,37.0,46.0,66.0,64.0,13.0,65.0,64.0,12.0,60.0,70.0,8.0,26.0,39.0,12.0,14.0,50.0,11.0,30.0,24.0,27.0,84.0,66.0,53.0,25.0,31.0,44.0,69.0,45.0,66.0,6.0,25.0,60.0,203809.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,11.0,35.0,27.0,33.0,26.0,26.0,10.0,33.0,64.0,12.0,13.0,56.0,65.0,32.0,40.0,63.0,64.0,53.0,62.0,10.0,35.0,14.0,74.0,19.0,11.0,11.0,13.0,28.0,24.0,22.0,19.0,69.0,13.0,49.0,104737.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,56.0,50.0,52.0,64.0,75.0,48.0,58.0,34.0,64.0,55.0,33.0,55.0,13.0,51.0,77.0,10.0,14.0,84.0,7.0,68.0,19.0,57.0,66.0,54.0,21.0,56.0,50.0,67.0,83.0,70.0,35.0,14.0,48.0,56.0,234787.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,12.0,22.0,23.0,22.0,49.0,11.0,16.0,24.0,64.0,12.0,12.0,71.0,63.0,34.0,66.0,68.0,67.0,64.0,60.0,13.0,27.0,11.0,60.0,43.0,23.0,21.0,20.0,22.0,52.0,20.0,11.0,58.0,11.0,58.0,186147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48.0,56.0,64.0,64.0,69.0,70.0,48.0,60.0,53.0,64.0,63.0,43.0,70.0,9.0,69.0,74.0,11.0,14.0,76.0,14.0,62.0,25.0,56.0,62.0,73.0,44.0,54.0,59.0,65.0,64.0,65.0,45.0,9.0,65.0,53.0,198692.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,66.0,60.0,35.0,56.0,86.0,39.0,66.0,55.0,64.0,52.0,16.0,57.0,16.0,60.0,83.0,10.0,13.0,71.0,11.0,65.0,21.0,61.0,74.0,76.0,21.0,55.0,59.0,63.0,82.0,65.0,19.0,6.0,60.0,50.0,220708.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64.0,29.0,45.0,47.0,61.0,73.0,58.0,45.0,48.0,64.0,31.0,55.0,71.0,13.0,50.0,62.0,14.0,7.0,63.0,15.0,46.0,21.0,27.0,57.0,81.0,58.0,65.0,39.0,56.0,74.0,22.0,62.0,10.0,48.0,59.0,225572.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
63.0,43.0,55.0,46.0,60.0,78.0,60.0,49.0,59.0,64.0,52.0,58.0,87.0,8.0,43.0,75.0,10.0,11.0,80.0,7.0,59.0,24.0,54.0,70.0,83.0,56.0,63.0,44.0,60.0,76.0,45.0,59.0,13.0,40.0,55.0,202533.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12.0,13.0,47.0,15.0,12.0,44.0,14.0,9.0,34.0,64.0,12.0,13.0,63.0,60.0,33.0,50.0,71.0,62.0,41.0,58.0,12.0,30.0,13.0,57.0,31.0,17.0,13.0,14.0,18.0,34.0,11.0,11.0,62.0,13.0,60.0,163621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74.0,49.0,54.0,64.0,70.0,61.0,60.0,53.0,60.0,64.0,67.0,49.0,52.0,10.0,70.0,63.0,15.0,9.0,68.0,9.0,57.0,29.0,45.0,54.0,44.0,38.0,52.0,42.0,66.0,69.0,49.0,59.0,14.0,56.0,63.0,234021.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,12.0,37.0,45.0,49.0,59.0,10.0,12.0,41.0,64.0,14.0,15.0,80.0,60.0,55.0,55.0,65.0,67.0,30.0,64.0,11.0,30.0,12.0,66.0,19.0,30.0,15.0,13.0,12.0,58.0,26.0,11.0,63.0,12.0,54.0,157734.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.0,64.0,64.0,54.0,59.0,54.0,75.0,65.0,70.0,64.0,58.0,25.0,69.0,6.0,50.0,52.0,14.0,14.0,53.0,15.0,53.0,24.0,54.0,76.0,74.0,23.0,41.0,62.0,59.0,46.0,67.0,28.0,8.0,54.0,62.0,200487.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,13.0,61.0,35.0,33.0,42.0,13.0,13.0,37.0,64.0,15.0,12.0,71.0,61.0,43.0,56.0,64.0,65.0,55.0,61.0,11.0,24.0,14.0,64.0,38.0,23.0,11.0,17.0,19.0,54.0,21.0,17.0,62.0,14.0,61.0,197928.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,55.0,54.0,50.0,59.0,73.0,47.0,56.0,42.0,64.0,52.0,19.0,65.0,13.0,72.0,72.0,10.0,7.0,74.0,16.0,70.0,29.0,46.0,52.0,47.0,59.0,44.0,57.0,63.0,75.0,59.0,20.0,9.0,62.0,59.0,234024.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66.0,52.0,64.0,56.0,64.0,69.0,73.0,59.0,70.0,64.0,55.0,60.0,73.0,15.0,59.0,67.0,14.0,14.0,62.0,7.0,62.0,25.0,51.0,79.0,77.0,67.0,52.0,51.0,65.0,64.0,63.0,61.0,11.0,53.0,66.0,190504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58.0,53.0,62.0,62.0,67.0,75.0,58.0,64.0,67.0,64.0,54.0,58.0,57.0,11.0,65.0,71.0,6.0,11.0,64.0,7.0,63.0,24.0,58.0,66.0,78.0,64.0,63.0,60.0,61.0,74.0,66.0,59.0,8.0,68.0,61.0,215338.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
