,Volleys,SlidingTackle,Reactions,Strength,Vision,GKDiving,Aggression,ShortPassing,GKHandling,GKKicking,Stamina,Curve,Dribbling,LongShots,Agility,StandingTackle,Balance,Marking,BallControl,Composure,LongPassing,SprintSpeed,Name,HeadingAccuracy,Penalties,Overall,Jumping,Finishing,Positioning,Crossing,Interceptions,GKPositioning,Acceleration,GKReflexes,Age,ShotPower
12626,49.0,39.0,53.0,53.0,63.0,15.0,42.0,62.0,6.0,10.0,43.0,50.0,68.0,49.0,67.0,34.0,67.0,30.0,65.0,59.0,57.0,69.0,V. Castellanos,43.0,40.0,63,53.0,58.0,58.0,54.0,26.0,12.0,68.0,8.0,19,53.0
12627,54.0,33.0,56.0,68.0,57.0,11.0,66.0,56.0,15.0,6.0,72.0,52.0,62.0,54.0,71.0,37.0,72.0,29.0,61.0,57.0,47.0,82.0,J. Gordon,57.0,61.0,63,76.0,62.0,62.0,45.0,24.0,11.0,80.0,7.0,23,62.0
12628,46.0,53.0,67.0,33.0,62.0,13.0,43.0,67.0,14.0,7.0,72.0,58.0,64.0,34.0,78.0,49.0,77.0,32.0,63.0,50.0,60.0,75.0,D. Sinik,47.0,59.0,63,58.0,41.0,53.0,56.0,30.0,6.0,70.0,15.0,19,53.0
12629,43.0,34.0,58.0,66.0,57.0,6.0,61.0,64.0,13.0,12.0,60.0,32.0,56.0,45.0,62.0,40.0,65.0,22.0,59.0,45.0,57.0,79.0,J. Arak,63.0,61.0,63,63.0,62.0,59.0,56.0,45.0,12.0,78.0,12.0,23,62.0
12630,49.0,57.0,59.0,58.0,60.0,8.0,59.0,68.0,7.0,13.0,67.0,42.0,64.0,55.0,74.0,59.0,88.0,62.0,66.0,55.0,64.0,53.0,K. Al Samiri,53.0,45.0,63,62.0,41.0,57.0,57.0,58.0,9.0,63.0,12.0,21,52.0
12631,34.0,72.0,59.0,43.0,44.0,13.0,65.0,39.0,15.0,10.0,67.0,44.0,61.0,41.0,63.0,72.0,77.0,65.0,50.0,46.0,36.0,68.0,P. Mako,56.0,18.0,63,70.0,34.0,52.0,50.0,59.0,13.0,77.0,10.0,24,37.0
12632,48.0,46.0,57.0,54.0,65.0,12.0,68.0,64.0,12.0,7.0,52.0,55.0,64.0,38.0,66.0,48.0,59.0,41.0,66.0,63.0,60.0,73.0,H. Al Amiri,38.0,45.0,63,64.0,45.0,57.0,54.0,52.0,14.0,74.0,6.0,24,55.0
12633,48.0,22.0,56.0,61.0,55.0,8.0,42.0,58.0,7.0,6.0,58.0,41.0,66.0,48.0,69.0,31.0,70.0,20.0,64.0,56.0,55.0,74.0,G. Terrani,46.0,55.0,63,44.0,62.0,63.0,61.0,25.0,10.0,71.0,10.0,23,61.0
12634,51.0,25.0,68.0,79.0,56.0,13.0,84.0,55.0,14.0,16.0,41.0,33.0,47.0,51.0,56.0,30.0,48.0,43.0,59.0,64.0,40.0,47.0,B. Corr,68.0,67.0,63,72.0,66.0,66.0,30.0,39.0,14.0,52.0,14.0,33,62.0
12635,57.0,46.0,69.0,73.0,64.0,16.0,73.0,64.0,14.0,8.0,55.0,58.0,68.0,58.0,66.0,48.0,64.0,48.0,66.0,64.0,63.0,66.0,L. Ngwat Mahop,51.0,49.0,63,60.0,56.0,58.0,59.0,50.0,7.0,64.0,6.0,30,68.0
12636,18.0,13.0,55.0,60.0,11.0,63.0,16.0,29.0,61.0,62.0,40.0,20.0,17.0,16.0,48.0,12.0,60.0,16.0,19.0,48.0,17.0,49.0,J. Coleman,11.0,25.0,63,58.0,17.0,11.0,11.0,16.0,62.0,40.0,64.0,22,22.0
12637,63.0,54.0,52.0,73.0,58.0,9.0,43.0,66.0,8.0,6.0,41.0,63.0,64.0,61.0,67.0,50.0,57.0,55.0,70.0,46.0,59.0,59.0,W. Łobodziński,63.0,53.0,63,57.0,59.0,65.0,67.0,51.0,7.0,60.0,15.0,35,62.0
12638,40.0,23.0,53.0,42.0,58.0,10.0,38.0,57.0,14.0,10.0,62.0,44.0,66.0,43.0,82.0,31.0,79.0,27.0,65.0,50.0,48.0,85.0,S. Wright,37.0,56.0,63,35.0,58.0,55.0,55.0,23.0,7.0,83.0,16.0,20,54.0
12639,20.0,58.0,55.0,85.0,35.0,6.0,71.0,45.0,12.0,8.0,59.0,20.0,30.0,18.0,43.0,63.0,47.0,62.0,35.0,62.0,40.0,53.0,H. Starostzik,65.0,47.0,63,63.0,25.0,28.0,29.0,59.0,5.0,39.0,12.0,27,59.0
12640,51.0,58.0,55.0,69.0,64.0,7.0,51.0,65.0,14.0,12.0,71.0,51.0,62.0,54.0,64.0,62.0,70.0,58.0,65.0,51.0,61.0,72.0,S. Foley,54.0,56.0,63,59.0,57.0,59.0,64.0,63.0,9.0,71.0,13.0,31,59.0
12641,61.0,15.0,58.0,66.0,61.0,9.0,27.0,64.0,11.0,10.0,57.0,61.0,65.0,59.0,76.0,22.0,69.0,28.0,63.0,57.0,48.0,71.0,N. Delfouneso,67.0,59.0,63,73.0,60.0,65.0,54.0,19.0,9.0,64.0,6.0,27,63.0
12642,39.0,48.0,58.0,82.0,67.0,13.0,45.0,66.0,15.0,10.0,70.0,56.0,62.0,59.0,61.0,48.0,55.0,49.0,64.0,62.0,67.0,49.0,S. Suljevic,48.0,54.0,63,35.0,46.0,54.0,53.0,50.0,10.0,44.0,10.0,23,62.0
12643,51.0,12.0,62.0,72.0,50.0,7.0,28.0,59.0,7.0,13.0,66.0,49.0,61.0,55.0,62.0,14.0,63.0,35.0,64.0,59.0,38.0,75.0,R. Bentancourt,62.0,64.0,63,68.0,63.0,58.0,52.0,13.0,14.0,68.0,6.0,25,58.0
12644,48.0,17.0,65.0,53.0,54.0,13.0,45.0,67.0,14.0,13.0,64.0,51.0,55.0,49.0,77.0,19.0,78.0,25.0,59.0,59.0,58.0,80.0,N. Royón,60.0,61.0,63,69.0,61.0,65.0,54.0,16.0,9.0,81.0,14.0,27,57.0
12645,34.0,60.0,64.0,75.0,28.0,14.0,67.0,44.0,15.0,11.0,62.0,27.0,29.0,23.0,55.0,64.0,66.0,62.0,47.0,43.0,35.0,63.0,K. Kushibiki,61.0,35.0,63,73.0,25.0,36.0,45.0,58.0,12.0,61.0,8.0,25,41.0
12646,47.0,48.0,63.0,52.0,58.0,12.0,71.0,69.0,11.0,15.0,83.0,52.0,61.0,46.0,78.0,60.0,76.0,64.0,61.0,63.0,59.0,69.0,K. Krolicki,44.0,45.0,63,55.0,44.0,53.0,51.0,57.0,15.0,72.0,12.0,22,52.0
12647,38.0,65.0,53.0,67.0,45.0,14.0,65.0,58.0,14.0,13.0,75.0,51.0,60.0,34.0,78.0,63.0,79.0,53.0,56.0,45.0,45.0,77.0,H. Abou Demba,45.0,39.0,63,76.0,29.0,50.0,60.0,59.0,11.0,76.0,13.0,26,45.0
12648,58.0,20.0,56.0,77.0,45.0,10.0,64.0,54.0,14.0,7.0,80.0,59.0,63.0,60.0,73.0,26.0,81.0,37.0,61.0,54.0,46.0,68.0,M. Wegner,62.0,62.0,63,80.0,60.0,57.0,42.0,21.0,9.0,76.0,16.0,29,71.0
12649,50.0,30.0,57.0,54.0,46.0,14.0,64.0,52.0,7.0,8.0,67.0,52.0,64.0,54.0,75.0,34.0,70.0,30.0,66.0,55.0,49.0,77.0,M. Bringaker,55.0,51.0,63,56.0,66.0,59.0,45.0,25.0,13.0,76.0,9.0,21,64.0
12650,27.0,64.0,58.0,70.0,22.0,8.0,64.0,56.0,11.0,12.0,66.0,26.0,22.0,26.0,40.0,62.0,53.0,59.0,47.0,62.0,41.0,47.0,S. Brisley,69.0,17.0,63,74.0,24.0,33.0,29.0,60.0,12.0,42.0,11.0,28,51.0
12651,9.0,13.0,55.0,61.0,38.0,69.0,22.0,33.0,58.0,63.0,32.0,6.0,11.0,6.0,24.0,10.0,33.0,10.0,28.0,43.0,52.0,33.0,C. Diop,8.0,22.0,63,66.0,7.0,11.0,6.0,13.0,58.0,37.0,68.0,24,10.0
12652,52.0,63.0,55.0,70.0,63.0,13.0,55.0,65.0,12.0,10.0,67.0,32.0,60.0,18.0,69.0,58.0,67.0,62.0,54.0,45.0,57.0,81.0,Wang Tong,54.0,28.0,63,52.0,58.0,56.0,64.0,57.0,10.0,76.0,7.0,25,55.0
12653,41.0,27.0,51.0,58.0,63.0,7.0,31.0,62.0,13.0,11.0,58.0,65.0,67.0,58.0,70.0,34.0,76.0,21.0,54.0,58.0,60.0,78.0,G. Cooper,31.0,37.0,63,47.0,46.0,56.0,67.0,17.0,11.0,78.0,16.0,21,48.0
12654,56.0,37.0,57.0,56.0,59.0,14.0,43.0,59.0,11.0,10.0,53.0,56.0,68.0,44.0,75.0,38.0,79.0,32.0,65.0,56.0,53.0,82.0,M. Multhaup,42.0,49.0,63,65.0,54.0,49.0,57.0,49.0,14.0,84.0,7.0,21,63.0
12655,42.0,60.0,61.0,67.0,57.0,16.0,72.0,58.0,10.0,15.0,74.0,38.0,54.0,49.0,72.0,65.0,65.0,57.0,60.0,56.0,53.0,72.0,P. Zebli,47.0,50.0,63,77.0,58.0,48.0,42.0,65.0,11.0,73.0,15.0,20,45.0
12656,59.0,28.0,51.0,39.0,58.0,5.0,31.0,62.0,7.0,14.0,33.0,61.0,75.0,52.0,64.0,26.0,79.0,21.0,66.0,52.0,43.0,71.0,D. Bertrand,49.0,67.0,63,39.0,67.0,58.0,60.0,20.0,13.0,72.0,6.0,25,70.0
12657,52.0,16.0,62.0,66.0,51.0,10.0,56.0,58.0,15.0,11.0,63.0,49.0,61.0,50.0,60.0,21.0,59.0,20.0,64.0,56.0,41.0,62.0,Ricardo Almeida,61.0,55.0,63,74.0,64.0,63.0,38.0,21.0,13.0,64.0,12.0,21,64.0
12658,52.0,13.0,56.0,86.0,51.0,6.0,50.0,49.0,9.0,9.0,52.0,41.0,61.0,58.0,60.0,15.0,60.0,23.0,54.0,53.0,40.0,59.0,Rafaelson,64.0,72.0,63,68.0,67.0,59.0,35.0,21.0,12.0,61.0,12.0,21,66.0
12659,11.0,20.0,59.0,64.0,48.0,64.0,25.0,38.0,63.0,56.0,37.0,19.0,18.0,12.0,46.0,13.0,42.0,24.0,28.0,52.0,32.0,54.0,Y. De Winter,12.0,16.0,63,60.0,13.0,12.0,11.0,22.0,65.0,45.0,61.0,31,38.0
12660,30.0,64.0,55.0,68.0,50.0,6.0,78.0,61.0,6.0,6.0,72.0,45.0,52.0,39.0,62.0,66.0,65.0,64.0,62.0,63.0,56.0,55.0,G. Pinaud,52.0,43.0,63,45.0,35.0,50.0,65.0,61.0,8.0,60.0,11.0,30,29.0
12661,9.0,19.0,60.0,57.0,51.0,65.0,31.0,37.0,60.0,53.0,27.0,13.0,14.0,16.0,57.0,11.0,45.0,11.0,26.0,56.0,35.0,30.0,D. Zibung,11.0,26.0,63,56.0,9.0,14.0,14.0,14.0,62.0,27.0,65.0,34,38.0
12662,32.0,66.0,52.0,73.0,37.0,10.0,65.0,50.0,10.0,7.0,63.0,32.0,38.0,37.0,49.0,66.0,64.0,54.0,55.0,60.0,41.0,33.0,M. Rigione,64.0,43.0,63,69.0,38.0,25.0,33.0,66.0,13.0,55.0,14.0,27,61.0
12663,9.0,13.0,56.0,60.0,31.0,61.0,27.0,26.0,61.0,62.0,25.0,13.0,12.0,10.0,28.0,14.0,45.0,12.0,18.0,49.0,24.0,32.0,S. Rénot,13.0,17.0,63,57.0,10.0,10.0,12.0,17.0,64.0,35.0,64.0,28,25.0
12664,24.0,64.0,52.0,75.0,35.0,7.0,52.0,45.0,8.0,8.0,69.0,24.0,38.0,19.0,66.0,64.0,50.0,63.0,50.0,56.0,33.0,71.0,H. Lennon,64.0,37.0,63,74.0,22.0,29.0,28.0,61.0,13.0,66.0,10.0,23,38.0
12665,56.0,27.0,57.0,65.0,60.0,7.0,72.0,57.0,13.0,7.0,66.0,59.0,62.0,58.0,61.0,36.0,59.0,29.0,65.0,65.0,56.0,68.0,H. Al Juhayyim,62.0,60.0,63,67.0,64.0,62.0,50.0,48.0,13.0,68.0,11.0,30,62.0
12666,6.0,9.0,64.0,68.0,36.0,68.0,22.0,31.0,60.0,68.0,19.0,12.0,17.0,9.0,22.0,10.0,29.0,20.0,19.0,37.0,29.0,27.0,A. Meyer,11.0,12.0,63,40.0,8.0,7.0,13.0,8.0,49.0,24.0,67.0,27,25.0
12667,49.0,55.0,60.0,61.0,57.0,11.0,65.0,58.0,11.0,7.0,78.0,48.0,63.0,53.0,51.0,58.0,61.0,58.0,54.0,50.0,57.0,78.0,Yang Kuo,50.0,44.0,63,54.0,52.0,52.0,54.0,64.0,11.0,72.0,6.0,25,52.0
12668,40.0,59.0,61.0,48.0,55.0,6.0,59.0,72.0,7.0,14.0,68.0,65.0,60.0,58.0,72.0,50.0,83.0,54.0,64.0,56.0,65.0,66.0,L. Walsh,55.0,55.0,63,63.0,60.0,58.0,50.0,49.0,11.0,68.0,9.0,20,71.0
12669,8.0,10.0,56.0,58.0,32.0,63.0,19.0,26.0,60.0,57.0,18.0,12.0,10.0,6.0,42.0,13.0,32.0,8.0,13.0,39.0,21.0,36.0,M. Şengezer,13.0,19.0,63,58.0,9.0,7.0,11.0,12.0,61.0,34.0,66.0,21,25.0
12670,53.0,57.0,61.0,55.0,65.0,13.0,54.0,64.0,9.0,11.0,74.0,60.0,63.0,47.0,76.0,59.0,83.0,56.0,64.0,63.0,63.0,69.0,H. Vetlesen,49.0,54.0,63,80.0,46.0,58.0,59.0,64.0,14.0,64.0,6.0,18,57.0
12671,61.0,19.0,61.0,49.0,48.0,8.0,36.0,59.0,15.0,7.0,60.0,58.0,74.0,59.0,78.0,17.0,77.0,24.0,69.0,50.0,40.0,78.0,A. Vrenezi,39.0,48.0,63,69.0,63.0,65.0,59.0,18.0,8.0,79.0,11.0,24,54.0
12672,54.0,62.0,61.0,65.0,52.0,12.0,65.0,63.0,10.0,7.0,65.0,64.0,60.0,59.0,66.0,63.0,65.0,60.0,64.0,58.0,60.0,66.0,J. Jeffrey,58.0,57.0,63,73.0,52.0,52.0,46.0,64.0,12.0,61.0,6.0,28,67.0
12673,25.0,60.0,55.0,77.0,39.0,15.0,52.0,54.0,10.0,12.0,63.0,49.0,31.0,28.0,57.0,64.0,61.0,65.0,53.0,44.0,39.0,63.0,R. Lauritsen,68.0,35.0,63,68.0,32.0,48.0,47.0,53.0,11.0,63.0,14.0,22,47.0
12674,59.0,35.0,65.0,40.0,53.0,13.0,35.0,55.0,11.0,10.0,60.0,47.0,74.0,55.0,92.0,21.0,90.0,29.0,67.0,55.0,40.0,77.0,J. Karlsson,44.0,58.0,63,84.0,63.0,65.0,46.0,25.0,10.0,82.0,9.0,19,64.0
12675,29.0,60.0,66.0,78.0,41.0,9.0,76.0,51.0,9.0,9.0,53.0,44.0,37.0,33.0,65.0,61.0,57.0,61.0,50.0,55.0,45.0,58.0,D. Boo Wiklander,50.0,38.0,63,82.0,24.0,30.0,41.0,60.0,9.0,53.0,9.0,33,47.0
12676,55.0,26.0,59.0,54.0,53.0,12.0,32.0,59.0,15.0,12.0,58.0,70.0,65.0,65.0,73.0,35.0,67.0,48.0,64.0,64.0,48.0,78.0,A. Da Cruz,52.0,40.0,63,45.0,65.0,58.0,60.0,24.0,14.0,79.0,13.0,21,66.0
12677,26.0,63.0,56.0,74.0,32.0,6.0,55.0,53.0,8.0,5.0,69.0,25.0,25.0,20.0,62.0,64.0,62.0,60.0,64.0,51.0,43.0,69.0,E. Cömert,59.0,35.0,63,80.0,18.0,33.0,29.0,55.0,7.0,65.0,6.0,20,41.0
12678,50.0,42.0,56.0,49.0,62.0,11.0,53.0,68.0,11.0,9.0,52.0,65.0,64.0,45.0,85.0,43.0,81.0,41.0,63.0,55.0,63.0,71.0,M. Tramoni,50.0,52.0,63,60.0,50.0,51.0,63.0,32.0,10.0,76.0,5.0,18,58.0
12679,47.0,30.0,50.0,71.0,49.0,13.0,52.0,57.0,9.0,5.0,65.0,57.0,67.0,56.0,69.0,35.0,78.0,35.0,67.0,48.0,48.0,77.0,F. Evina,54.0,59.0,63,61.0,62.0,59.0,59.0,21.0,13.0,79.0,10.0,17,68.0
12680,51.0,20.0,65.0,61.0,55.0,5.0,33.0,56.0,8.0,8.0,66.0,46.0,69.0,67.0,73.0,15.0,71.0,27.0,64.0,60.0,51.0,75.0,J. Hurtado,53.0,72.0,63,69.0,62.0,64.0,41.0,19.0,10.0,77.0,11.0,18,69.0
12681,25.0,61.0,59.0,68.0,51.0,14.0,49.0,62.0,14.0,6.0,76.0,47.0,56.0,46.0,62.0,65.0,72.0,63.0,60.0,64.0,59.0,59.0,G. Sawyer,62.0,31.0,63,73.0,32.0,40.0,61.0,58.0,10.0,55.0,12.0,32,41.0
12682,13.0,20.0,61.0,55.0,20.0,63.0,26.0,26.0,61.0,60.0,20.0,17.0,18.0,14.0,34.0,14.0,60.0,11.0,22.0,58.0,27.0,54.0,J. Fabri,18.0,20.0,63,61.0,17.0,17.0,14.0,23.0,62.0,49.0,64.0,24,20.0
12683,51.0,43.0,59.0,49.0,61.0,12.0,35.0,59.0,11.0,16.0,66.0,59.0,63.0,61.0,86.0,48.0,82.0,48.0,62.0,64.0,54.0,71.0,T. Pett,37.0,56.0,63,65.0,55.0,58.0,60.0,33.0,15.0,75.0,9.0,26,57.0
12684,38.0,47.0,63.0,69.0,64.0,12.0,65.0,64.0,11.0,10.0,71.0,61.0,62.0,61.0,68.0,52.0,72.0,48.0,61.0,70.0,64.0,70.0,C. Howieson,56.0,49.0,63,72.0,58.0,62.0,57.0,55.0,14.0,71.0,10.0,23,58.0
12685,39.0,58.0,53.0,73.0,54.0,9.0,79.0,60.0,13.0,13.0,80.0,48.0,51.0,43.0,62.0,61.0,66.0,66.0,57.0,55.0,57.0,66.0,N. Brandenburger,65.0,52.0,63,71.0,35.0,48.0,41.0,61.0,13.0,67.0,9.0,23,57.0
12686,26.0,56.0,50.0,78.0,56.0,8.0,74.0,63.0,12.0,9.0,75.0,32.0,43.0,58.0,51.0,64.0,45.0,58.0,59.0,45.0,57.0,54.0,Lolo,70.0,73.0,63,70.0,35.0,56.0,40.0,63.0,11.0,55.0,10.0,26,60.0
12687,36.0,68.0,59.0,60.0,44.0,14.0,57.0,62.0,8.0,15.0,66.0,47.0,63.0,40.0,75.0,66.0,76.0,57.0,50.0,67.0,57.0,63.0,PC,51.0,41.0,63,55.0,42.0,52.0,56.0,63.0,8.0,73.0,16.0,24,56.0
12688,44.0,61.0,55.0,57.0,64.0,6.0,63.0,72.0,13.0,11.0,64.0,56.0,54.0,43.0,66.0,56.0,72.0,62.0,64.0,53.0,66.0,69.0,M. Malsa,60.0,47.0,63,58.0,39.0,61.0,54.0,58.0,10.0,60.0,6.0,22,62.0
12689,30.0,60.0,55.0,78.0,35.0,7.0,72.0,35.0,9.0,5.0,67.0,25.0,39.0,20.0,55.0,62.0,64.0,60.0,42.0,48.0,28.0,65.0,M. Nazarit,60.0,43.0,63,77.0,25.0,31.0,29.0,63.0,12.0,66.0,10.0,20,41.0
12690,57.0,50.0,71.0,53.0,64.0,9.0,51.0,58.0,11.0,11.0,72.0,61.0,60.0,49.0,78.0,47.0,75.0,57.0,57.0,66.0,49.0,75.0,M. Moström,42.0,43.0,63,37.0,55.0,66.0,64.0,60.0,12.0,70.0,10.0,35,59.0
12691,53.0,52.0,56.0,73.0,67.0,11.0,53.0,63.0,8.0,15.0,66.0,55.0,67.0,59.0,62.0,58.0,54.0,55.0,64.0,55.0,60.0,60.0,Luo Senwen,53.0,47.0,63,61.0,60.0,63.0,52.0,56.0,12.0,56.0,11.0,25,54.0
12692,21.0,60.0,53.0,76.0,35.0,9.0,73.0,52.0,12.0,8.0,68.0,27.0,31.0,26.0,55.0,68.0,64.0,61.0,48.0,51.0,36.0,68.0,F. Weber,59.0,36.0,63,81.0,22.0,21.0,48.0,52.0,7.0,65.0,10.0,23,61.0
12693,58.0,18.0,60.0,72.0,65.0,8.0,30.0,60.0,14.0,8.0,59.0,59.0,64.0,62.0,60.0,22.0,60.0,16.0,66.0,51.0,55.0,57.0,G. Guerra,66.0,69.0,63,59.0,63.0,57.0,39.0,19.0,5.0,60.0,9.0,25,63.0
12694,47.0,18.0,55.0,84.0,48.0,16.0,59.0,58.0,10.0,12.0,59.0,24.0,65.0,41.0,68.0,25.0,72.0,22.0,62.0,54.0,44.0,73.0,L. John-Lewis,55.0,62.0,63,47.0,58.0,68.0,54.0,36.0,12.0,69.0,7.0,29,66.0
12695,64.0,15.0,59.0,70.0,49.0,11.0,55.0,56.0,11.0,15.0,71.0,58.0,56.0,52.0,67.0,18.0,61.0,18.0,61.0,52.0,43.0,69.0,M. Ziereis,59.0,61.0,63,70.0,67.0,63.0,49.0,26.0,10.0,70.0,7.0,25,61.0
12696,9.0,15.0,60.0,57.0,13.0,64.0,25.0,29.0,61.0,55.0,19.0,14.0,14.0,12.0,38.0,13.0,36.0,18.0,17.0,50.0,19.0,41.0,N. Flø,10.0,26.0,63,41.0,12.0,13.0,14.0,10.0,62.0,38.0,66.0,22,13.0
12697,23.0,60.0,63.0,65.0,31.0,6.0,54.0,54.0,14.0,11.0,60.0,30.0,46.0,27.0,72.0,65.0,83.0,64.0,48.0,59.0,26.0,74.0,N. Ependi,58.0,37.0,63,80.0,27.0,41.0,63.0,61.0,13.0,71.0,14.0,27,20.0
12698,31.0,60.0,56.0,82.0,35.0,8.0,67.0,43.0,7.0,13.0,69.0,64.0,27.0,62.0,56.0,61.0,57.0,57.0,55.0,60.0,26.0,62.0,A. Al Khaibari,63.0,37.0,63,86.0,25.0,23.0,29.0,59.0,12.0,62.0,10.0,28,57.0
12699,48.0,60.0,63.0,82.0,64.0,10.0,68.0,64.0,13.0,12.0,67.0,65.0,62.0,60.0,61.0,63.0,54.0,63.0,65.0,68.0,62.0,54.0,R. Mukiibi,61.0,46.0,63,49.0,27.0,51.0,65.0,61.0,14.0,50.0,6.0,26,80.0
12700,56.0,34.0,60.0,72.0,51.0,11.0,65.0,61.0,10.0,13.0,75.0,56.0,59.0,59.0,60.0,38.0,66.0,57.0,65.0,56.0,57.0,73.0,M. Mikkelsen,38.0,46.0,63,69.0,55.0,59.0,64.0,28.0,8.0,72.0,7.0,32,61.0
12701,51.0,48.0,58.0,71.0,62.0,14.0,45.0,66.0,12.0,14.0,55.0,57.0,64.0,56.0,60.0,49.0,57.0,32.0,65.0,65.0,64.0,64.0,K. Lulić,54.0,62.0,63,60.0,58.0,60.0,61.0,25.0,13.0,62.0,9.0,22,66.0
12702,50.0,28.0,54.0,61.0,54.0,6.0,27.0,62.0,7.0,7.0,57.0,61.0,63.0,33.0,89.0,26.0,79.0,21.0,61.0,48.0,58.0,82.0,O. Shodipo,37.0,62.0,63,48.0,54.0,60.0,61.0,20.0,14.0,81.0,9.0,20,55.0
12703,33.0,63.0,55.0,70.0,61.0,9.0,68.0,68.0,15.0,8.0,68.0,49.0,53.0,39.0,70.0,63.0,58.0,55.0,64.0,55.0,63.0,74.0,A. Soumaoro,58.0,44.0,63,68.0,32.0,46.0,39.0,57.0,6.0,67.0,10.0,21,63.0
12704,59.0,40.0,59.0,67.0,62.0,12.0,45.0,63.0,11.0,9.0,70.0,52.0,62.0,55.0,73.0,38.0,74.0,40.0,65.0,55.0,61.0,69.0,B. Alston,38.0,57.0,63,67.0,57.0,50.0,65.0,35.0,11.0,62.0,7.0,26,59.0
12705,35.0,62.0,58.0,90.0,33.0,7.0,67.0,39.0,6.0,8.0,63.0,26.0,27.0,27.0,37.0,64.0,35.0,65.0,44.0,47.0,36.0,47.0,M. Rossmann,64.0,34.0,63,34.0,25.0,28.0,25.0,55.0,5.0,39.0,9.0,23,43.0
12706,18.0,19.0,63.0,70.0,60.0,62.0,21.0,29.0,63.0,60.0,37.0,15.0,18.0,15.0,50.0,16.0,52.0,18.0,21.0,48.0,21.0,37.0,A. Al Owayshir,15.0,15.0,63,67.0,19.0,15.0,12.0,24.0,61.0,39.0,63.0,27,20.0
12707,46.0,60.0,56.0,79.0,43.0,11.0,86.0,63.0,10.0,11.0,75.0,39.0,53.0,46.0,63.0,61.0,74.0,59.0,57.0,60.0,58.0,51.0,D. MacKinnon,53.0,61.0,63,68.0,53.0,56.0,47.0,59.0,13.0,50.0,14.0,32,72.0
12708,60.0,18.0,57.0,44.0,50.0,14.0,38.0,56.0,11.0,5.0,54.0,63.0,65.0,57.0,79.0,24.0,78.0,31.0,64.0,56.0,47.0,78.0,D. Widemann,54.0,57.0,63,76.0,66.0,57.0,44.0,20.0,7.0,78.0,6.0,21,68.0
12709,33.0,65.0,54.0,57.0,36.0,9.0,58.0,53.0,10.0,12.0,63.0,36.0,65.0,36.0,66.0,67.0,64.0,64.0,62.0,44.0,50.0,67.0,M. Akan,55.0,49.0,63,64.0,36.0,43.0,56.0,62.0,14.0,68.0,10.0,23,35.0
12710,60.0,26.0,55.0,57.0,45.0,14.0,63.0,54.0,15.0,11.0,50.0,54.0,63.0,59.0,74.0,39.0,71.0,20.0,61.0,52.0,33.0,78.0,W. Janssens,65.0,61.0,63,78.0,63.0,57.0,54.0,16.0,8.0,72.0,10.0,22,64.0
12711,48.0,55.0,50.0,57.0,65.0,14.0,55.0,70.0,12.0,9.0,62.0,56.0,66.0,48.0,64.0,49.0,60.0,50.0,70.0,64.0,63.0,66.0,O. Velanas,39.0,41.0,63,41.0,58.0,52.0,42.0,46.0,6.0,68.0,15.0,20,59.0
12712,6.0,14.0,49.0,70.0,38.0,69.0,18.0,20.0,59.0,64.0,25.0,10.0,5.0,8.0,28.0,10.0,34.0,20.0,17.0,36.0,21.0,27.0,Carlos Miguel,12.0,11.0,63,34.0,8.0,5.0,10.0,21.0,66.0,28.0,62.0,21,26.0
12713,64.0,16.0,64.0,53.0,54.0,11.0,43.0,57.0,11.0,15.0,63.0,65.0,58.0,65.0,69.0,21.0,74.0,43.0,64.0,59.0,40.0,74.0,D. Watari,51.0,63.0,63,65.0,66.0,64.0,45.0,22.0,15.0,67.0,6.0,25,65.0
12714,47.0,61.0,67.0,52.0,42.0,16.0,52.0,60.0,11.0,11.0,62.0,64.0,52.0,42.0,64.0,65.0,69.0,58.0,64.0,47.0,59.0,76.0,D. Iapichino,51.0,44.0,63,60.0,47.0,45.0,58.0,59.0,6.0,68.0,14.0,27,52.0
12715,45.0,33.0,52.0,34.0,55.0,12.0,32.0,62.0,7.0,9.0,38.0,60.0,65.0,46.0,90.0,40.0,93.0,33.0,63.0,65.0,58.0,73.0,A. Jagiełło,33.0,56.0,63,86.0,61.0,63.0,64.0,40.0,9.0,79.0,13.0,23,60.0
12716,19.0,11.0,55.0,63.0,24.0,64.0,24.0,28.0,59.0,63.0,36.0,17.0,19.0,11.0,56.0,18.0,40.0,16.0,16.0,46.0,16.0,42.0,L. Vigouroux,12.0,30.0,63,48.0,17.0,6.0,20.0,14.0,59.0,48.0,68.0,24,25.0
12717,38.0,18.0,61.0,64.0,44.0,8.0,25.0,56.0,11.0,16.0,72.0,35.0,73.0,38.0,75.0,22.0,65.0,40.0,64.0,63.0,44.0,78.0,Y. Filigrana,42.0,51.0,63,72.0,57.0,47.0,58.0,15.0,12.0,77.0,15.0,27,64.0
12718,7.0,11.0,46.0,56.0,50.0,64.0,21.0,17.0,67.0,60.0,39.0,11.0,10.0,5.0,26.0,12.0,47.0,25.0,15.0,43.0,24.0,29.0,S. Hernández,10.0,15.0,63,69.0,9.0,16.0,14.0,17.0,65.0,23.0,63.0,21,19.0
12719,52.0,56.0,55.0,62.0,60.0,8.0,42.0,67.0,9.0,13.0,61.0,65.0,67.0,61.0,71.0,57.0,68.0,47.0,63.0,66.0,69.0,66.0,Stoichkov,61.0,58.0,63,56.0,54.0,56.0,60.0,30.0,5.0,64.0,10.0,24,62.0
