,Volleys,SlidingTackle,Reactions,Strength,Vision,GKDiving,Aggression,ShortPassing,GKHandling,GKKicking,Stamina,Curve,Dribbling,LongShots,Agility,StandingTackle,Balance,Marking,BallControl,Composure,LongPassing,SprintSpeed,Name,HeadingAccuracy,Penalties,Overall,Jumping,Finishing,Positioning,Crossing,Interceptions,GKPositioning,Acceleration,GKReflexes,Age,ShotPower
13796,25,61,52,68,51,14,52,55,9,7,64,31,53,20,61,65,69,59,51,58,52,68,E. Ntim,58,38,61,71,22,23,57,58,8,72,13,21,37
13797,51,52,69,59,60,5,52,64,13,12,74,65,58,30,73,54,79,45,62,42,60,75,S. Hyodo,45,54,61,67,54,65,63,36,7,74,9,31,65
13798,48,37,54,58,57,11,21,64,10,9,77,38,62,53,72,39,63,38,71,69,61,56,S. Økland,40,61,61,37,39,59,57,53,9,63,14,24,60
13799,33,60,58,71,29,9,65,55,15,13,63,40,42,26,69,57,47,53,52,63,55,71,Elton Monteiro,57,40,61,64,20,26,33,68,11,83,13,23,56
13800,30,57,53,83,31,12,54,54,12,14,68,26,44,25,59,62,63,55,51,54,49,67,K. Howkins,61,35,61,68,26,27,27,58,9,66,13,21,33
13801,30,61,57,66,43,13,52,54,7,6,73,42,58,40,68,58,65,50,55,39,39,73,P. Silva Torrejón,58,34,61,71,40,51,54,56,13,79,15,20,51
13802,51,17,52,84,48,12,45,42,7,14,62,27,44,59,53,22,51,16,57,48,20,57,D. Ceter,71,60,61,68,62,63,23,21,6,51,14,19,66
13803,43,46,63,61,63,6,57,63,7,13,71,65,52,53,75,59,73,45,62,45,56,72,Lim Chan Wool,47,24,61,61,45,60,27,46,14,72,8,22,63
13804,27,58,53,85,47,9,57,48,13,9,59,29,40,23,47,60,38,53,44,56,39,58,A. Holm Jensen,63,34,61,70,15,25,26,57,13,54,13,28,35
13805,29,58,47,73,29,14,50,44,8,11,56,28,35,21,38,63,53,62,37,45,45,59,B. Galindo,62,39,61,72,27,25,26,63,14,64,6,18,43
13806,61,24,48,57,51,5,56,55,5,9,62,48,57,61,51,25,58,29,63,58,35,58,J. Tell,70,66,61,67,67,59,41,28,9,54,9,20,59
13807,62,41,53,64,60,12,65,63,12,12,73,56,61,59,75,53,72,43,61,56,60,74,C. Nielsen,46,46,61,65,49,62,62,51,11,72,13,23,65
13808,56,31,58,52,53,12,38,53,10,13,57,55,65,52,62,33,79,26,62,59,48,77,E. Rueda,43,62,61,68,62,54,61,30,11,75,7,21,63
13809,32,56,56,62,58,8,46,63,7,10,74,61,61,66,57,67,65,57,69,53,52,64,C. Brunner,50,39,61,74,56,31,46,54,10,63,15,23,66
13810,51,18,59,63,55,10,37,56,7,6,65,44,62,52,67,23,57,22,58,56,48,78,A. Gilliead,50,60,61,62,57,59,51,21,12,79,9,21,47
13811,50,23,56,34,50,14,40,54,13,11,66,42,68,62,65,22,78,23,60,51,40,77,R. Hepburn-Murphy,58,63,61,63,63,58,39,21,11,77,7,18,62
13812,26,61,48,67,36,10,67,48,13,10,53,29,49,34,56,63,57,58,38,50,46,72,F. Tomori,62,27,61,57,31,32,49,63,11,73,7,19,41
13813,51,31,53,60,54,11,49,58,8,5,57,44,60,59,55,32,50,35,63,56,55,66,U. Singh,60,57,61,56,64,61,61,45,12,63,7,21,54
13814,29,60,53,81,35,13,53,38,9,9,71,29,30,22,47,63,50,61,41,58,28,63,A. Maldonado,58,40,61,55,23,34,27,61,7,52,12,19,42
13815,55,23,55,74,38,9,64,49,8,9,54,48,53,61,67,28,67,16,54,60,31,64,E. Demirović,59,61,61,72,62,56,34,20,7,68,6,19,68
13816,31,56,53,89,42,7,78,37,12,11,61,35,37,27,33,59,33,59,42,55,37,34,M. Nelson,57,34,61,62,18,37,31,59,16,36,15,37,27
13817,48,47,55,54,58,8,61,60,10,8,61,55,63,52,67,52,63,55,62,57,47,68,S. Brunstad Fet,54,51,61,63,56,55,57,58,9,70,13,20,55
13818,48,51,57,73,54,12,61,64,8,12,77,47,60,57,59,57,49,42,64,53,60,67,J. Valencia,58,46,61,60,32,52,56,54,6,65,10,19,58
13819,27,63,53,58,40,5,62,43,9,5,56,50,54,24,66,67,72,63,57,53,41,74,D. Niepsuj,45,40,61,58,30,49,59,58,14,77,11,21,24
13820,40,52,53,46,49,13,38,65,14,7,72,41,59,54,64,47,69,53,61,52,61,73,N. Roa,37,43,61,51,51,52,58,43,10,69,10,23,50
13821,55,63,63,78,57,10,61,62,13,10,68,56,53,61,48,62,57,57,62,58,60,65,P. Ulvestad,57,46,61,64,49,52,49,62,11,63,16,26,69
13822,19,16,47,40,56,62,18,28,60,57,45,15,13,12,45,12,51,19,17,30,24,41,C. O'Malley,13,24,61,52,15,19,21,26,63,38,62,22,19
13823,46,32,58,53,53,15,57,67,8,10,73,44,64,44,59,30,84,24,65,44,68,68,S. Karakoç,61,54,61,62,44,55,41,45,13,63,11,20,42
13824,11,18,61,50,51,57,18,30,62,61,25,17,27,11,30,20,31,16,22,28,20,31,M. Peškovič,11,23,61,50,11,11,18,13,60,32,62,35,45
13825,36,59,47,67,31,8,73,41,15,8,53,27,34,23,52,61,55,62,41,43,30,62,E. Coşkun,60,48,61,74,25,32,30,58,11,64,15,23,44
13826,52,53,48,42,64,7,39,68,7,13,58,55,63,42,77,41,77,36,65,55,56,66,G. Sağlam,47,52,61,58,42,46,60,33,6,67,13,19,53
13827,40,28,60,60,40,14,43,57,5,8,64,33,62,54,69,34,59,32,63,54,35,71,Hong Seung Hyeon,40,62,61,35,53,65,62,12,12,73,7,20,55
13828,25,61,68,77,31,14,47,48,13,14,58,32,49,22,54,62,72,60,33,42,51,54,C. Lasso,52,34,61,64,24,36,37,64,8,61,8,29,28
13829,23,56,52,68,30,10,54,53,6,7,52,23,26,21,50,62,52,61,49,57,45,63,M. Gebers,61,33,61,66,18,23,27,61,14,62,15,31,39
13830,8,14,59,62,15,62,37,28,58,54,18,13,14,9,57,14,42,13,15,23,40,45,S. McDermott,14,17,61,67,10,11,15,17,59,44,63,24,25
13831,38,61,55,57,52,12,59,65,9,5,61,47,64,43,76,59,77,58,65,53,59,57,N. Dorsch,57,32,61,72,36,47,52,56,9,68,5,19,53
13832,47,28,61,47,57,13,45,52,9,8,66,50,65,43,70,31,76,30,62,50,48,70,L. Bengtsson,35,56,61,55,53,56,54,33,9,79,8,19,46
13833,56,15,51,60,49,10,27,46,9,9,50,50,65,56,70,13,65,17,64,52,29,70,M. Herrmann,60,56,61,70,61,55,31,19,14,77,13,20,66
13834,58,53,56,55,57,9,51,65,11,7,55,66,65,65,68,48,68,42,66,54,63,62,F. Benko,55,52,61,59,39,53,47,53,9,65,7,19,63
13835,54,21,53,55,55,9,36,57,9,6,54,52,60,57,75,22,82,16,60,55,38,76,D. Mouchamps,54,56,61,77,61,62,49,15,15,77,5,21,58
13836,52,59,62,81,54,14,59,62,13,16,80,52,57,54,68,61,49,58,68,60,55,48,K. Yano,62,61,61,55,66,50,61,55,13,41,13,33,62
13837,54,27,54,57,59,12,55,58,9,14,64,44,68,55,72,30,61,25,65,58,54,76,T. Kadewere,51,44,61,69,61,56,51,30,8,74,15,21,54
13838,31,63,51,76,31,8,52,59,8,11,62,29,31,21,49,61,51,61,55,49,49,66,G. Leo,61,44,61,61,27,21,42,54,10,67,10,22,49
13839,48,29,44,68,49,14,38,53,12,11,55,48,68,44,58,35,59,25,65,55,47,74,M. Nocciolini,42,55,61,48,67,52,59,19,8,74,5,28,74
13840,39,58,48,72,47,14,47,56,12,10,65,54,59,44,54,63,60,65,52,51,54,53,V. Milke,54,50,61,53,41,44,57,65,15,64,8,22,61
13841,57,12,54,73,41,14,34,62,14,11,60,40,59,58,52,15,51,18,62,57,38,71,L. Mothiba,58,61,61,58,58,55,42,21,7,64,10,21,64
13842,42,53,60,62,57,16,38,64,12,10,72,50,60,49,70,60,79,57,64,56,60,75,A. Al Ammar,49,43,61,64,59,67,60,45,16,71,15,23,59
13843,42,50,54,55,55,8,56,61,7,8,64,66,60,33,50,39,73,33,65,54,57,72,A. Beghetto,48,58,61,62,34,56,66,44,6,68,13,22,52
13844,36,55,55,60,39,10,66,63,7,12,73,47,63,49,68,55,85,60,52,43,42,70,C. Maloney,51,51,61,68,32,48,48,66,7,71,13,22,58
13845,48,50,66,58,60,8,42,60,12,16,74,64,57,54,82,52,85,45,61,65,57,68,C. Smith,51,51,61,44,48,58,62,53,15,65,7,24,49
13846,43,62,55,83,55,8,71,61,10,13,81,36,58,55,56,60,47,59,60,58,62,54,M. Hansson,64,41,61,52,47,50,42,62,9,52,13,27,65
13847,24,57,50,84,29,10,74,42,7,14,50,34,33,24,42,65,48,63,35,51,47,51,Antonio López,52,39,61,70,20,30,30,52,9,48,11,27,58
13848,30,59,55,78,54,8,67,58,11,14,82,55,58,48,68,62,66,57,58,50,56,69,S. O'Donnell,52,44,61,68,49,57,47,56,15,72,12,25,62
13849,57,34,50,40,60,10,35,57,11,14,37,58,65,48,58,32,72,18,65,56,53,65,S. Edera,48,60,61,40,60,62,60,18,9,67,14,20,54
13850,41,52,59,75,43,15,78,60,8,16,82,56,48,38,57,60,73,55,63,52,64,71,J. Brandrup,43,24,61,55,32,44,63,53,13,61,15,32,64
13851,43,56,64,56,56,9,63,62,14,15,70,60,52,47,65,54,72,57,57,56,64,54,A. Samsonov,58,68,61,66,48,61,52,62,12,66,13,23,62
13852,32,70,52,65,36,14,57,54,8,13,63,31,43,26,43,67,46,56,51,53,45,54,Luiz Felipe,57,44,61,66,22,28,37,57,10,61,9,20,44
13853,59,12,55,66,46,9,34,55,14,7,67,44,56,59,74,11,66,11,59,53,36,70,L. Tankulic,63,45,61,61,59,59,38,14,14,71,8,26,61
13854,19,13,51,85,18,58,18,30,64,60,45,19,16,18,35,12,39,15,18,30,23,44,E. Edwards Jr.,19,25,61,52,15,13,16,19,65,40,57,25,20
13855,49,49,56,61,53,11,42,59,11,8,67,54,65,40,61,53,58,50,61,52,55,77,A. de Freitas,42,49,61,49,51,49,61,48,7,69,11,23,46
13856,40,26,66,53,62,10,44,58,13,7,67,51,65,40,70,30,76,23,52,58,62,73,M. Rüdiger,38,49,61,68,60,59,60,33,7,70,8,22,67
13857,43,35,58,48,58,12,46,62,14,9,81,49,65,43,82,39,81,32,63,50,55,73,R. Edwards,48,52,61,71,51,53,56,45,6,78,15,23,58
13858,33,61,48,74,43,13,56,54,10,12,73,36,46,29,48,62,40,60,52,57,51,67,J. Forster,63,39,61,69,20,36,50,59,12,69,11,23,50
13859,23,67,56,63,36,11,60,55,14,11,76,29,56,33,63,61,45,60,58,40,32,60,K. Holt,43,33,61,64,30,51,51,54,8,66,12,24,40
13860,37,50,57,31,68,13,52,69,12,6,65,39,61,43,85,55,77,48,66,41,61,68,F. Banega,49,41,61,71,33,42,47,43,10,71,10,20,44
13861,43,52,63,63,65,11,53,64,12,8,63,50,55,38,63,60,66,53,65,67,62,61,U. Jenssen,49,54,61,55,47,50,42,53,14,53,7,20,58
13862,8,12,54,38,32,63,19,26,57,59,32,13,10,7,30,11,29,9,20,34,13,25,T. Casali,15,13,61,51,7,5,11,9,58,33,64,21,27
13863,57,68,60,61,62,9,88,65,6,12,38,45,57,66,37,62,65,60,62,69,61,29,M. Brown,52,57,61,54,55,57,51,61,8,34,16,40,68
13864,61,19,52,42,56,14,32,52,12,12,60,62,67,52,63,17,74,16,68,52,47,79,T. Vlietinck,58,54,61,54,48,57,61,19,6,77,14,19,58
13865,52,55,55,48,58,10,40,65,13,8,40,58,64,60,75,57,91,58,67,66,66,74,F. Beltrán,50,56,61,51,51,46,53,56,10,70,10,19,62
13866,51,23,50,49,42,5,49,55,12,8,57,57,67,58,75,26,83,22,60,61,49,77,J. Lewis,48,53,61,79,61,61,49,12,8,75,14,20,62
13867,20,59,55,73,30,9,51,56,11,12,55,21,42,19,59,61,52,58,56,52,58,56,J. Rasmussen,62,24,61,66,22,22,38,61,13,58,8,20,35
13868,31,62,64,57,63,16,56,70,11,14,71,35,43,51,81,60,78,61,56,70,65,64,T. Miyazaki,68,30,61,72,23,44,75,67,11,60,16,30,64
13869,57,16,65,57,61,9,50,63,8,9,43,53,60,54,60,22,57,19,61,44,54,66,M. Bourabia,53,54,61,52,53,56,55,24,11,64,8,25,50
13870,48,17,60,58,56,15,52,60,16,7,60,51,67,48,73,15,72,16,63,44,49,75,R. Migone,50,52,61,72,56,57,52,17,6,80,16,21,64
13871,25,66,53,57,49,9,59,59,6,14,61,39,60,32,60,67,48,64,54,60,51,67,K. Venegas,42,33,61,62,29,51,42,65,10,69,10,27,51
13872,44,22,59,42,47,11,29,52,14,13,56,42,55,62,52,19,68,18,53,53,40,48,P. Hamel,70,67,61,69,70,61,38,17,13,60,13,23,60
13873,23,56,57,86,33,12,57,49,8,5,55,27,32,15,31,60,32,58,48,43,35,54,S. Kopp,64,30,61,59,18,26,40,52,6,53,13,22,34
13874,48,56,62,74,56,37,74,60,32,36,73,42,61,62,63,57,40,48,60,52,49,61,P. Vincenti,73,55,61,80,57,63,55,47,27,58,30,30,57
13875,64,13,55,68,51,8,38,58,11,7,55,54,64,52,68,18,76,16,61,60,42,75,I. Chaïbi,56,61,61,62,56,54,43,23,7,70,5,20,62
13876,27,62,57,83,46,6,63,58,6,6,72,29,39,40,54,64,37,60,60,58,56,56,M. Fritz,65,36,61,60,34,41,32,53,5,58,14,23,58
13877,15,9,55,74,43,59,24,39,63,64,34,21,21,18,35,12,53,7,26,30,34,47,T. Königsmann,19,22,61,54,15,9,18,15,51,48,70,20,33
13878,33,50,53,75,53,6,50,60,7,12,92,36,63,39,70,53,52,57,60,38,53,74,B. Cufré,54,37,61,70,29,45,62,54,13,68,6,20,47
13879,38,21,53,69,52,11,42,53,8,8,59,39,64,57,54,18,54,14,67,59,46,60,Rômulo,58,62,61,57,65,54,35,14,15,65,9,25,59
13880,24,49,62,75,57,14,54,64,10,10,76,48,62,43,60,50,64,47,62,65,61,71,M. O'Hara,63,31,61,63,53,55,55,50,15,65,7,21,57
13881,53,32,54,61,47,14,53,60,8,7,63,48,64,52,72,34,72,36,61,58,44,74,J. Sinclair,40,63,61,52,65,59,52,43,14,76,10,20,59
13882,43,37,59,58,55,12,47,63,10,11,74,45,64,55,72,35,82,34,60,51,58,72,Joo Hyeon Woo,37,45,61,63,58,57,45,38,8,79,6,26,60
13883,42,63,54,61,57,12,66,63,7,14,76,41,56,42,72,60,79,58,58,57,56,76,D. Traoré,53,43,61,64,32,53,49,58,10,80,7,25,61
13884,41,59,53,75,36,10,63,52,10,14,60,19,32,47,31,59,32,57,48,63,51,43,C. Kenna,60,52,61,75,34,31,57,58,9,46,11,32,59
13885,5,13,50,62,36,63,16,26,60,65,33,10,5,9,50,14,39,8,12,34,16,48,Campos,13,17,61,53,7,5,12,7,57,32,65,22,22
13886,33,55,54,73,54,13,46,55,11,13,74,48,56,40,67,56,55,56,53,51,51,80,A. Bengtsson,54,37,61,71,46,41,56,56,7,77,10,21,48
13887,45,52,61,55,54,10,48,65,7,10,67,44,60,48,61,53,75,47,57,48,62,72,W. Miller,51,53,61,62,58,58,48,48,9,74,10,21,63
13888,31,57,56,70,59,10,62,58,10,16,74,34,53,33,61,60,56,59,57,50,55,66,H. Jafry,56,43,61,62,36,47,58,60,11,66,12,25,44
13889,33,52,57,65,52,11,63,71,6,14,67,37,55,43,64,59,67,32,62,47,64,61,S. Yokotani,43,45,61,61,56,65,52,45,5,58,7,30,50
13890,60,37,51,36,55,5,43,62,10,15,60,63,65,55,92,30,86,38,64,59,59,73,K. Al Anazi,38,46,61,69,43,55,55,28,12,67,6,32,61
13891,45,41,54,50,58,9,53,60,10,9,65,49,64,59,83,42,75,37,64,54,57,64,P. Da Silva,42,58,61,63,44,55,55,36,10,74,6,18,53
13892,12,24,55,63,18,67,30,29,56,62,30,13,14,17,56,22,55,12,30,56,30,54,G. Morris,14,29,61,67,15,14,20,17,55,62,64,33,34
13893,46,63,55,62,53,13,58,68,11,11,55,44,60,63,66,65,65,39,62,53,66,66,S. Jakubiak,57,54,61,63,50,59,51,58,8,67,13,24,66
13894,48,59,55,32,62,6,44,71,8,13,59,53,58,38,61,48,80,46,68,65,68,61,E. Beltramone,46,52,61,50,44,50,47,30,13,60,8,18,61
13895,16,13,59,72,16,63,27,29,56,48,38,20,12,20,36,16,41,17,25,34,24,58,T. Dähne,17,26,61,54,14,17,14,20,61,57,65,23,20
13896,47,56,64,38,55,10,48,59,11,12,54,43,60,49,70,60,85,56,62,49,39,67,Oh Kwang Jin,47,55,61,62,48,63,64,57,14,71,14,30,67
13897,54,14,61,74,57,8,41,61,14,12,63,42,58,52,73,12,68,20,59,55,52,68,T. Robinet,60,65,61,73,60,55,61,19,8,70,12,20,63
13898,24,67,59,63,33,9,49,55,12,10,67,32,62,28,52,68,62,48,51,58,27,70,Yeremi Valerón,54,37,61,58,27,44,54,58,7,68,10,20,20
13899,45,45,54,51,58,15,40,63,7,11,60,50,65,49,72,39,74,37,67,56,53,63,A. Bruhn,45,48,61,56,54,53,51,26,11,67,12,23,53
13900,67,17,58,57,50,9,34,48,9,5,77,58,60,54,74,17,62,17,59,58,38,79,M. De Almeida,55,63,61,51,46,72,47,13,7,76,6,21,70
13901,45,25,55,59,45,10,32,45,12,11,61,43,55,55,53,20,51,15,55,50,40,54,S. Demhasaj,65,69,61,65,75,60,32,12,11,56,12,21,58
13902,43,57,55,63,49,9,64,59,11,8,62,43,60,48,64,61,65,53,61,45,53,75,J. García,61,54,61,61,52,54,60,56,13,66,12,22,59
13903,65,30,56,67,56,11,53,60,14,13,86,33,62,59,76,36,66,34,54,61,35,80,T. Robinson,41,57,61,53,60,62,41,53,7,81,6,28,64
13904,31,65,49,74,30,10,51,40,6,9,58,26,35,27,47,66,62,55,40,44,26,80,D. Tchamba,58,40,61,75,27,29,32,59,5,79,12,18,40
13905,37,62,52,61,43,14,72,60,10,6,81,37,46,45,67,61,73,57,53,43,57,66,N. Pelaitay,49,44,61,58,36,36,42,64,14,64,14,24,43
13906,62,49,64,62,55,13,56,66,15,11,69,55,54,68,75,52,65,56,51,49,62,80,Song Chang Ho,51,63,61,76,62,57,63,68,13,58,8,31,68
13907,29,60,52,74,29,13,62,52,12,7,69,28,25,19,53,63,53,59,47,60,42,59,J. Elsey,59,35,61,58,22,21,29,59,15,54,12,23,31
13908,33,58,58,71,52,9,65,64,6,9,61,37,54,52,59,62,68,59,59,46,61,59,D. Al Qarni,55,47,61,63,49,39,36,57,14,62,12,28,52
13909,48,22,51,54,48,7,29,52,13,9,67,40,54,59,74,13,69,20,60,47,33,82,K. Zohi,55,69,61,59,68,52,35,14,14,83,10,20,59
13910,59,15,61,58,49,15,26,54,6,10,69,45,59,48,64,17,59,20,58,55,33,67,B. Powell,59,59,61,61,62,61,43,17,12,76,16,26,60
13911,42,58,52,61,50,9,60,62,15,10,62,38,58,43,71,63,65,58,63,54,61,71,M. Pinato,54,61,61,64,43,51,59,51,11,72,8,22,53
13912,29,60,59,67,34,13,55,59,10,10,69,27,58,22,73,62,70,60,59,53,52,64,D. Potts,61,27,61,72,25,40,59,53,6,62,10,23,40
13913,56,44,51,63,69,7,52,61,12,12,57,54,69,52,72,51,81,46,66,59,61,68,J. Iglesias,41,49,61,36,58,50,62,52,9,68,9,28,63
13914,38,60,58,67,62,9,62,64,9,8,57,45,61,64,62,65,65,58,65,58,62,64,T. Valls,52,50,61,65,56,34,58,61,16,65,13,21,57
13915,44,49,42,50,65,15,46,65,11,12,48,56,68,51,64,47,67,38,65,60,64,62,M. Ramon,40,52,61,57,50,50,55,28,11,56,10,28,56
13916,30,61,54,72,42,9,55,49,12,11,71,36,53,32,61,64,59,59,57,46,41,67,C. Báez,55,36,61,81,34,48,52,57,7,72,7,27,33
13917,56,32,56,54,53,7,33,69,8,9,77,75,57,48,81,48,84,31,64,63,66,76,E. Lyngdoh,39,59,61,57,47,51,63,43,15,77,9,30,63
13918,50,16,55,58,56,7,31,57,13,15,58,48,68,55,72,14,70,23,59,51,41,78,I. Protti,52,56,61,70,64,55,33,13,15,80,8,22,56
13919,39,39,48,58,60,15,44,68,13,10,60,47,66,39,60,44,64,39,64,58,64,59,D. Irandust,39,39,61,58,54,54,49,40,5,59,7,19,49
13920,48,22,44,57,65,6,31,58,8,14,65,38,63,53,65,27,71,23,62,56,56,71,M. Okugawa,46,53,61,45,55,57,64,16,13,73,13,21,62
13921,30,58,58,72,44,14,60,52,12,6,70,32,41,57,46,62,55,60,52,51,48,55,F. Olivera,56,43,61,62,33,32,35,59,7,53,8,22,73
13922,55,26,58,57,60,11,38,58,11,12,62,49,61,41,75,23,81,25,55,53,53,81,Y. Segawa,44,51,61,59,59,57,54,24,11,83,15,23,56
13923,42,55,55,56,53,6,48,59,11,11,67,51,64,63,73,60,68,57,60,54,57,70,J. Stacey,53,42,61,52,52,58,60,58,13,70,13,21,58
13924,65,34,54,41,50,9,48,54,14,11,41,60,59,58,66,29,82,27,65,58,42,72,M. Suleymanov,43,60,61,41,67,63,56,21,12,71,13,17,65
13925,49,41,62,64,51,14,52,56,11,6,59,45,57,46,56,46,66,45,61,58,53,60,F. Lenci,52,56,61,62,64,65,49,35,7,56,13,33,63
13926,29,18,52,77,31,14,74,46,6,15,51,33,51,43,61,25,43,16,57,36,38,67,J. Stockley,69,63,61,66,65,60,31,37,9,70,12,23,64
13927,39,49,60,74,66,12,70,58,13,8,67,51,54,56,64,56,48,52,63,52,58,34,T. Hovda,57,46,61,61,50,60,53,60,10,50,6,27,70
13928,37,42,55,37,56,5,46,66,12,11,33,53,68,53,73,43,79,31,62,49,59,68,Juan Moreno,47,50,61,55,51,54,67,43,15,62,9,20,46
13929,24,57,47,58,36,11,48,65,14,13,65,68,59,47,81,59,78,60,58,51,58,73,F. Sucsuz,45,38,61,58,40,35,63,57,7,78,7,21,34
13930,7,12,58,49,45,67,28,18,50,49,38,15,6,8,58,10,26,8,14,34,26,38,J. Kiassumbua,14,16,61,62,9,8,13,12,57,41,68,25,21
13931,47,48,56,59,57,8,56,56,6,7,75,54,62,57,80,52,74,53,58,52,43,82,R. Willmott,37,45,61,33,51,47,56,57,13,82,13,27,66
13932,33,59,55,56,56,7,68,59,12,12,78,55,55,36,64,56,77,64,56,54,56,64,T. Siwe,42,36,61,74,33,49,55,61,6,63,13,30,36
13933,29,61,49,74,32,9,66,53,14,11,60,28,36,20,58,66,63,59,47,53,42,64,V. De Marco,54,40,61,78,18,25,28,52,13,63,14,24,33
13934,51,29,42,67,48,11,31,61,14,13,54,47,61,52,58,27,58,26,65,52,58,68,O. Camara,57,59,61,56,61,56,60,25,14,74,10,24,58
13935,53,29,39,49,54,14,36,58,13,8,52,46,70,42,78,34,72,29,62,45,43,79,Z. Erkilinc,38,50,61,43,58,52,61,25,10,79,12,19,63
13936,47,59,60,75,65,16,66,61,14,15,58,35,58,55,32,61,73,62,60,62,62,63,K. Etuhu,53,60,61,46,61,59,62,49,15,59,9,29,60
13937,57,17,60,40,53,13,38,59,5,9,59,42,66,59,60,16,90,18,60,51,51,79,Giovanni,51,64,61,62,63,57,54,12,13,77,13,18,60
13938,34,60,58,67,38,10,54,51,11,12,71,39,42,37,52,63,55,61,54,68,48,48,B. Utvik,60,43,61,70,33,36,46,57,12,55,15,21,43
13939,19,20,45,69,23,60,23,26,64,55,28,17,21,13,34,14,33,14,12,29,25,35,Juan Pérez,18,24,61,45,17,20,16,22,60,32,66,20,25
13940,12,16,70,68,13,58,20,22,53,52,32,21,9,34,60,17,54,12,19,15,12,39,S. Ando,12,12,61,68,11,6,20,12,67,45,60,26,24
13941,35,59,45,58,49,12,56,54,8,10,82,52,57,43,69,58,66,56,56,55,50,75,J. Cranston,45,44,61,65,29,42,56,56,13,77,11,23,52
13942,41,62,62,72,51,10,63,62,12,10,30,49,57,54,59,66,62,51,62,56,64,67,C. Stefańczyk,51,27,61,79,33,44,67,62,6,66,10,33,50
13943,15,14,68,63,26,62,17,17,61,55,24,21,13,16,44,14,51,11,12,18,15,47,L. De Bórtoli,12,14,61,69,14,14,13,21,57,51,56,28,13
13944,52,29,58,48,46,11,50,52,11,14,69,53,60,47,80,31,70,23,60,59,46,88,S. Mladenovic,35,59,61,36,58,55,51,22,9,89,12,23,57
13945,58,19,50,31,52,5,36,59,14,14,52,58,73,58,76,22,77,19,72,58,40,61,N. Kühn,51,55,61,54,65,55,54,20,13,69,12,17,61
13946,51,49,62,62,57,13,70,67,10,9,71,63,57,61,72,53,68,49,62,52,59,72,J. Hessenthaler,49,39,61,73,41,48,57,57,13,74,9,23,66
13947,32,62,55,64,48,15,62,60,8,6,65,37,63,47,59,60,70,58,59,65,54,73,Fran Sánchez,57,37,61,67,49,54,62,57,14,70,15,27,56
13948,36,66,58,71,46,7,64,42,14,10,51,39,54,38,59,69,45,68,52,54,43,54,S. Amuzie,55,37,61,62,32,46,60,64,12,65,12,21,47
13949,31,68,49,45,32,11,54,50,12,10,58,31,40,30,44,69,67,60,50,53,42,58,F. Eboa Eboa,65,40,61,66,26,28,29,60,11,57,7,20,50
13950,59,32,61,61,55,14,51,61,8,13,72,53,62,53,73,33,71,27,56,61,51,74,F. Bombagi,56,42,61,84,61,60,61,27,12,72,7,27,66
13951,44,47,56,68,59,11,53,68,15,9,78,58,64,49,63,49,74,50,61,65,57,64,M. Pelosi,59,54,61,49,53,64,49,46,11,59,7,23,70
13952,47,25,47,58,54,7,30,58,7,8,59,39,61,43,70,28,72,23,60,51,49,86,D. Tuma,36,46,61,64,52,50,59,24,10,85,12,21,49
13953,44,23,49,88,47,14,48,47,10,11,56,30,44,52,46,20,51,25,52,55,31,62,B. Moussiti-oko,72,64,61,67,65,53,27,21,8,60,6,22,77
13954,54,12,45,64,47,15,64,63,11,11,74,48,66,52,70,16,66,18,60,48,57,69,S. Prevljak,55,49,61,68,61,58,62,11,12,72,11,22,65
13955,39,59,54,47,62,12,49,67,14,13,62,61,66,45,83,58,77,46,66,39,63,65,A. Condé,37,50,61,66,39,52,59,43,8,68,13,20,48
13956,54,32,61,55,53,10,32,61,13,15,62,63,61,56,58,33,76,29,65,56,47,75,Roni,41,65,61,61,62,53,56,22,14,78,12,22,66
13957,33,59,58,46,43,5,60,71,10,12,55,44,54,40,50,59,77,60,60,48,64,62,R. Çağıran,56,49,61,55,34,40,49,56,10,50,13,22,56
13958,27,54,54+6,79,29,8,53+5,49,6,10,59,29,27,16,42,64+2,58,58,41,49,38+3,53,S. Puttkammer,63,34,61,70,19,27,21,57,15,61,6,28,39
13959,38,49,56,34,60,9,56,60,11,14,75,55,57,63+3,72,52,74,50,58,56,57,67,K. Ward,38,60,61,58,58+3,57,54,48,15,69,6,26,59
13960,9,14,48,62,33,60,26,22,61,68,23,10,9,8,39,10,22,5,18,29,21,37,O. De Wolf,12,16,61,53,8,7,11,9,57,33,66,20,19
13961,13,15,55,66,30,60,13,24,65,56,32,19,13,14,38,17,32,13,24,29,19,27,A. Andersson,16,17,61,55,11,11,12,21,60,30,60,26,18
13962,43,48,54,36,61,11,46,61,8,10,75,57,62,63,75,55,76,46,61,51,59,71,R. Flanagan,39,42,61,43,55,51,42,51,15,72,15,22,60
13963,36,59,56,47,38,10,49,59,7,14,66,50,59,34,76,61,78,60,56,44,47,66,D. Schad,48,42,61,61,31,46,59,54,11,67,12,20,41
13964,28,58,43,80,33,9,47,45,7,9,64,25,27,25,54,66,53,59,56,40,33,73,I. Konaté,58,41,61,73,17,28,25,55,9,74,15,18,34
13965,48,63,55,42,55,13,64,69,10,11,50,42,58,50,52,56,67,49,63,48,70,58,R. Harper,54,56,61,61,36,59,46,51,13,61,13,17,67
